,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,Boston Celtics,15,8,7,0.533,49.7,93.9,36.8,81.4,45.2,5.3,17.3,30.4,15.1,20.0,75.3,9.9,31.8,41.7,22.9,15.0,9.0,4.5,4.2,23.1,20.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Miami Heat,13,8,5,0.615,49.5,102.0,38.7,80.3,48.2,7.9,22.2,35.8,16.7,22.5,74.3,9.5,31.3,40.8,22.1,12.9,9.0,5.5,2.8,20.7,19.9,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Dallas Mavericks,15,7,8,0.467,49.3,105.1,40.1,86.0,46.7,7.2,18.9,38.2,17.7,21.5,82.0,9.6,34.3,43.9,24.1,12.3,7.5,4.5,4.7,21.2,18.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,Toronto Raptors,15,5,10,0.333,49.0,100.0,38.5,82.8,46.5,7.4,20.6,35.9,15.7,20.8,75.3,11.5,28.5,40.0,24.7,13.6,7.1,3.7,4.7,21.6,19.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,Chicago Bulls,16,12,4,0.75,48.9,95.9,36.6,81.7,44.8,5.3,13.9,37.7,17.5,23.5,74.5,13.6,31.9,45.4,23.3,14.3,6.8,6.3,5.9,20.7,21.7,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,Brooklyn Nets,15,11,4,0.733,48.7,99.3,35.9,78.9,45.5,8.1,22.1,36.7,19.4,24.8,78.2,12.7,30.5,43.1,20.5,14.7,7.4,4.7,4.5,17.5,20.3,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Denver Nuggets,15,12,3,0.8,48.7,108.0,40.8,86.3,47.3,7.0,20.2,34.7,19.4,28.4,68.3,13.1,31.0,44.1,25.2,15.3,9.7,5.9,6.8,21.3,23.5,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,Atlanta Hawks,16,7,9,0.438,48.6,94.3,36.6,78.4,46.7,8.9,23.1,38.6,12.3,18.2,67.4,8.8,30.6,39.4,24.5,15.9,7.2,4.8,4.8,19.7,18.8,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,Oklahoma City Thunder,16,11,5,0.688,48.6,105.2,37.9,79.0,48.0,7.4,20.7,36.0,21.9,26.8,81.6,10.2,32.0,42.2,21.7,16.3,8.6,5.9,4.5,21.3,20.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,Portland Trail Blazers,16,8,8,0.5,48.6,97.3,36.1,81.5,44.2,8.6,25.5,33.6,16.6,21.1,78.9,11.2,32.1,43.3,22.8,15.5,6.3,4.2,3.8,17.9,19.7,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
