,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
19,15,Los Angeles Clippers,15,7,8,0.467,48.0,96.3,36.5,79.3,46.0,7.0,20.2,34.7,16.4,24.9,66.0,12.3,32.4,44.7,23.5,16.5,7.3,5.1,4.4,21.1,21.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
20,15,Los Angeles Lakers,15,10,5,0.667,48.0,97.9,37.0,79.9,46.3,5.4,17.4,31.0,18.5,24.4,75.7,11.3,32.1,43.5,21.6,14.7,7.8,4.8,4.5,19.4,21.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
21,15,Miami Heat,16,15,1,0.938,48.0,102.3,37.8,77.0,49.0,7.1,17.5,40.7,19.6,25.9,75.7,10.2,34.8,44.9,20.4,13.6,6.7,6.2,2.3,20.8,21.0,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,
22,15,Milwaukee Bucks,13,6,7,0.462,48.0,89.2,32.9,78.9,41.7,4.9,13.4,36.8,18.5,25.2,73.2,10.8,30.0,40.8,17.0,13.3,6.5,6.3,5.8,20.2,21.6,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23,15,Minnesota Timberwolves,16,4,12,0.25,48.0,105.1,39.3,85.1,46.1,7.9,19.1,41.2,18.7,23.7,78.9,12.3,31.0,43.3,21.3,16.7,7.1,5.6,5.8,22.3,20.4,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
24,15,Orlando Magic,16,8,8,0.5,48.0,96.9,36.1,78.4,46.0,8.8,24.2,36.2,16.0,22.2,72.1,9.8,32.8,42.5,19.1,15.1,5.9,4.3,4.3,22.1,20.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
25,15,Philadelphia 76ers,15,8,7,0.533,48.0,95.7,36.0,81.3,44.3,5.3,16.2,32.5,18.4,23.8,77.3,11.1,31.7,42.9,20.9,12.1,6.7,4.3,4.3,18.4,19.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
26,15,Portland Trail Blazers,16,9,7,0.563,48.0,94.4,35.2,80.1,43.9,5.9,17.3,33.9,18.2,22.9,79.3,12.9,28.0,40.9,21.3,13.8,8.0,4.9,4.7,20.6,20.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
27,15,Toronto Raptors,15,5,10,0.333,48.0,102.8,40.7,83.9,48.5,5.8,16.9,34.3,15.7,22.1,71.0,11.9,28.9,40.9,22.7,16.2,7.4,3.8,5.8,21.1,19.0,-5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
28,15,Utah Jazz,14,8,6,0.571,48.0,97.6,36.0,79.0,45.6,5.9,17.1,34.6,19.7,25.4,77.7,10.6,27.8,38.4,22.4,13.1,8.4,6.0,5.1,21.6,20.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
29,15,Washington Wizards,15,3,12,0.2,48.0,94.4,35.1,82.5,42.6,5.1,15.5,33.0,19.0,24.9,76.2,12.2,27.5,39.7,19.1,15.6,9.0,5.5,5.3,23.6,21.8,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
