,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,Charlotte Hornets,12,2,10,0.167,49.7,112.3,41.1,93.3,44.0,12.5,39.5,31.6,17.6,24.3,72.3,13.4,35.8,49.3,27.1,15.3,8.5,4.3,5.0,22.6,21.3,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Oklahoma City Thunder,12,4,8,0.333,49.3,106.6,40.1,91.3,43.9,11.3,35.5,31.7,15.2,20.3,74.9,11.0,35.9,46.9,24.2,14.3,8.1,4.8,6.5,18.3,18.3,-7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,New York Knicks,10,1,9,0.1,49.0,109.9,37.8,90.6,41.7,12.8,39.1,32.7,21.5,28.7,74.9,13.3,35.2,48.5,22.3,14.2,6.4,5.3,3.8,23.1,22.4,-9.2,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,Miami Heat,11,9,2,0.818,48.9,112.7,40.3,84.0,47.9,11.4,31.9,35.6,20.8,26.2,79.5,9.2,34.5,43.6,25.4,14.0,8.7,3.3,3.5,22.2,24.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,San Antonio Spurs,11,5,6,0.455,48.9,119.3,45.2,92.5,48.8,11.4,31.1,36.5,17.5,22.7,77.2,10.3,32.1,42.4,29.9,13.2,8.5,4.2,4.2,19.9,19.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,Washington Wizards,11,4,7,0.364,48.9,106.7,40.5,87.1,46.6,11.1,30.2,36.7,14.5,18.2,80.0,9.5,31.2,40.7,24.4,13.5,7.6,4.3,3.7,19.7,18.4,-4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,Los Angeles Lakers,9,3,6,0.333,48.6,107.8,40.3,86.4,46.7,10.4,32.2,32.4,16.7,25.0,66.7,10.7,34.9,45.6,23.6,14.9,7.3,6.7,4.4,18.4,22.1,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,Dallas Mavericks,10,7,3,0.7,48.5,109.7,39.5,83.7,47.2,15.3,38.1,40.2,15.4,20.1,76.6,9.6,31.4,41.0,21.7,13.0,7.0,4.2,3.3,20.9,20.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,Indiana Pacers,11,2,9,0.182,48.5,113.7,42.6,90.8,46.9,12.9,33.7,38.3,15.5,21.4,72.8,11.1,33.0,44.1,25.6,14.7,6.8,4.5,4.8,20.3,19.5,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,Detroit Pistons,12,3,9,0.25,48.4,105.9,39.7,93.2,42.6,10.4,32.5,32.1,16.2,20.8,77.6,14.0,31.7,45.7,24.3,14.1,6.5,4.7,5.4,23.3,18.8,-11.1,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,Minnesota Timberwolves,12,8,4,0.667,48.4,120.4,43.0,92.0,46.7,15.5,41.6,37.3,18.9,24.5,77.2,10.2,32.5,42.7,28.3,12.8,7.7,6.2,5.1,22.4,20.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10,Toronto Raptors,12,8,4,0.667,48.4,113.5,42.5,91.1,46.7,12.3,32.0,38.5,16.2,21.8,74.0,13.0,31.3,44.3,23.0,13.4,9.1,3.8,5.1,19.6,19.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Chicago Bulls,13,8,5,0.615,48.4,117.5,44.2,87.8,50.4,9.9,27.3,36.3,19.1,23.2,82.4,8.5,36.4,44.8,23.8,12.2,6.0,4.3,4.6,18.1,17.4,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
