,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,Cleveland Cavaliers,3,1,2,0.333,49.7,97.3,36.3,81.0,44.9,6.0,19.0,31.6,18.7,27.0,69.1,12.0,30.0,42.0,20.7,15.7,7.7,4.3,6.7,19.7,23.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Indiana Pacers,4,3,1,0.75,49.3,91.8,32.5,84.5,38.5,5.3,14.0,37.5,21.5,26.8,80.4,13.3,34.3,47.5,18.0,14.0,10.5,6.5,6.0,20.5,23.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Atlanta Hawks,4,3,1,0.75,48.0,99.0,35.5,79.5,44.7,7.3,19.3,37.7,20.8,27.5,75.5,12.3,31.3,43.5,20.5,13.0,7.0,5.3,4.0,18.3,22.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Boston Celtics,4,1,3,0.25,48.0,96.3,35.0,73.3,47.8,7.0,14.3,49.1,19.3,23.8,81.1,8.8,25.3,34.0,22.3,16.8,6.0,6.5,7.8,23.8,20.3,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,Charlotte Bobcats,3,1,2,0.333,48.0,90.0,35.7,83.7,42.6,5.3,17.3,30.8,13.3,18.3,72.7,14.0,34.7,48.7,22.7,16.7,4.7,6.0,6.3,21.7,17.7,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,Chicago Bulls,4,3,1,0.75,48.0,100.3,38.0,82.3,46.2,7.0,17.0,41.2,17.3,22.8,75.8,13.3,30.3,43.5,22.8,16.0,6.8,3.5,4.5,22.0,20.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,Dallas Mavericks,4,1,3,0.25,48.0,97.0,33.3,80.0,41.6,8.3,26.5,31.1,22.3,29.0,76.7,8.5,28.0,36.5,22.0,14.8,11.5,2.0,4.5,23.5,22.0,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,Denver Nuggets,4,2,2,0.5,48.0,105.8,38.5,83.0,46.4,6.8,23.0,29.3,22.0,28.8,76.5,8.3,31.3,39.5,21.5,13.8,14.8,3.3,4.8,18.8,24.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,Detroit Pistons,4,1,3,0.25,48.0,87.3,34.0,79.3,42.9,6.8,17.8,38.0,12.5,15.0,83.3,10.3,27.3,37.5,19.0,15.8,5.8,2.8,5.8,19.3,18.0,-7.8,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,Golden State Warriors,4,2,2,0.5,48.0,89.0,34.3,81.3,42.2,4.8,17.3,27.5,15.8,22.8,69.2,12.8,32.0,44.8,19.8,14.5,9.8,4.8,4.3,22.5,19.5,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3,Houston Rockets,4,2,2,0.5,48.0,97.0,37.8,82.0,46.0,8.8,25.3,34.7,12.8,16.0,79.7,10.3,31.0,41.3,23.0,13.3,6.8,5.8,6.0,20.3,14.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,Los Angeles Clippers,3,1,2,0.333,48.0,98.7,35.7,78.3,45.5,7.3,19.3,37.9,20.0,30.3,65.9,10.7,24.0,34.7,21.7,11.0,7.7,5.3,3.7,19.3,24.7,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
