,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,Toronto Raptors,16,4,12,0.25,49.6,96.8,35.9,83.6,42.9,7.3,20.5,35.4,17.8,23.3,76.1,10.8,30.0,40.8,21.1,13.6,6.9,4.3,5.9,23.9,20.3,-5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Washington Wizards,13,1,12,0.077,49.5,89.8,34.1,83.7,40.7,6.5,21.0,30.8,15.2,19.9,76.1,12.5,31.0,43.5,19.3,16.5,8.2,4.6,5.0,22.1,19.2,-8.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Golden State Warriors,14,8,6,0.571,49.1,99.4,37.6,82.6,45.5,6.4,19.2,33.5,17.8,23.7,75.0,11.5,34.0,45.5,21.9,16.3,6.7,3.4,5.9,23.7,20.9,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,Charlotte Bobcats,15,7,8,0.467,49.0,94.9,34.5,84.0,41.1,6.2,18.9,32.7,19.7,25.2,78.0,11.9,30.2,42.1,18.6,14.7,8.9,7.1,8.5,20.1,21.2,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,Indiana Pacers,15,7,8,0.467,49.0,90.9,33.6,82.5,40.7,6.6,20.4,32.4,17.1,23.7,72.1,13.4,34.8,48.2,19.5,15.5,6.2,7.1,5.0,19.4,21.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,Utah Jazz,16,8,8,0.5,48.9,97.5,36.0,82.8,43.5,6.6,18.7,35.1,18.9,24.8,76.3,13.9,29.4,43.3,22.1,15.5,7.8,7.2,5.9,22.1,20.7,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,New Orleans Hornets,13,4,9,0.308,48.8,93.7,34.7,78.1,44.4,7.7,18.7,41.2,16.6,21.2,78.5,10.6,29.8,40.5,21.2,14.9,5.6,5.3,6.9,20.1,20.5,-5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,Dallas Mavericks,14,6,8,0.429,48.7,99.6,36.8,81.4,45.2,8.0,20.8,38.5,18.1,23.3,77.6,9.1,31.8,40.9,21.9,15.3,7.6,5.6,3.8,21.9,20.3,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,Houston Rockets,14,6,8,0.429,48.7,101.9,36.6,84.6,43.2,9.1,26.1,35.1,19.6,25.4,77.2,12.9,32.5,45.4,21.6,16.5,8.4,4.1,6.9,19.0,19.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,Sacramento Kings,14,4,10,0.286,48.7,94.9,37.1,83.6,44.3,5.9,17.4,33.7,14.9,20.3,73.6,11.4,28.3,39.7,18.4,14.1,8.6,4.3,6.6,23.0,18.6,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,Boston Celtics,15,9,6,0.6,48.7,97.5,36.9,78.1,47.3,5.1,14.0,36.2,18.5,23.0,80.6,7.1,29.7,36.8,23.3,14.5,8.5,3.5,4.5,20.7,20.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,Portland Trail Blazers,15,5,10,0.333,48.7,94.9,35.1,82.1,42.7,8.1,22.5,36.2,16.7,22.9,72.9,12.3,27.5,39.9,18.7,15.7,8.8,4.7,4.4,20.5,20.5,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Denver Nuggets,16,8,8,0.5,48.6,101.5,39.3,85.1,46.1,6.5,19.4,33.5,16.5,24.3,68.0,14.9,30.9,45.8,22.0,16.0,7.4,6.7,6.2,19.4,21.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,Phoenix Suns,16,7,9,0.438,48.6,99.2,38.9,86.9,44.7,6.2,17.7,35.0,15.3,20.4,74.6,12.0,28.9,40.9,21.7,13.6,8.3,6.1,5.3,20.9,20.1,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
14,13,San Antonio Spurs,16,12,4,0.75,48.6,102.6,39.2,81.8,47.9,8.1,21.4,37.6,16.2,20.8,78.0,8.9,32.1,40.9,24.7,15.0,8.0,4.8,5.3,17.6,19.2,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,Oklahoma City Thunder,17,13,4,0.765,48.6,105.4,37.2,76.6,48.5,7.8,18.8,41.7,23.2,27.8,83.7,9.9,32.9,42.8,22.8,16.8,7.6,7.8,3.3,21.1,21.8,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,Chicago Bulls,13,6,7,0.462,48.4,94.6,35.8,81.3,44.1,4.0,12.7,31.5,18.9,23.5,80.4,12.7,30.8,43.5,22.9,15.7,7.5,4.8,6.3,19.0,21.2,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,Miami Heat,13,10,3,0.769,48.4,103.6,38.7,79.0,49.0,8.8,20.8,42.6,17.4,23.1,75.3,8.7,31.0,39.7,23.2,14.6,7.5,4.8,3.8,19.4,20.6,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,Atlanta Hawks,14,9,5,0.643,48.4,96.2,37.3,81.6,45.7,8.4,22.6,37.3,13.2,19.2,68.8,9.6,29.7,39.4,23.4,15.1,9.1,5.4,4.7,18.4,20.6,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,Los Angeles Clippers,14,8,6,0.571,48.4,99.5,37.1,78.7,47.1,7.0,19.6,35.8,18.4,23.9,76.7,10.6,29.5,40.1,21.6,15.9,10.4,6.4,4.3,23.6,20.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
20,19,Milwaukee Bucks,14,7,7,0.5,48.4,97.4,39.1,87.6,44.6,5.6,18.6,30.0,13.7,18.2,75.3,11.0,30.9,41.9,23.1,14.0,8.7,7.6,3.6,20.5,18.7,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,Brooklyn Nets,15,11,4,0.733,48.3,95.7,35.9,81.1,44.3,7.3,21.0,34.6,16.6,22.9,72.6,13.1,29.4,42.5,21.7,13.4,7.0,5.6,4.2,18.5,21.9,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,New York Knicks,15,11,4,0.733,48.3,102.7,37.4,81.7,45.8,11.7,28.1,41.6,16.2,20.9,77.4,9.6,30.0,39.6,20.1,11.4,9.2,3.5,4.4,19.0,19.1,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,
23,22,Orlando Magic,15,5,10,0.333,48.3,91.1,36.5,83.3,43.8,5.2,15.2,34.2,12.9,16.9,76.3,10.9,32.2,43.1,21.5,15.6,5.7,4.4,5.3,20.1,16.8,-5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
24,22,Philadelphia 76ers,15,9,6,0.6,48.3,94.1,36.1,82.9,43.6,7.3,18.5,39.7,14.5,18.8,77.0,10.3,30.4,40.7,21.9,12.4,7.7,5.5,5.2,19.4,17.5,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,Cleveland Cavaliers,15,3,12,0.2,48.0,95.7,35.4,84.3,42.0,8.1,22.3,36.5,16.8,23.1,72.8,13.5,27.3,40.9,19.1,16.1,8.8,2.3,7.7,21.8,20.4,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
