,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,Miami Heat,17,12,5,0.706,49.5,103.9,38.2,79.2,48.3,6.1,15.8,38.3,21.4,27.5,77.6,10.3,32.1,42.4,21.2,15.9,8.4,4.5,4.6,20.9,22.3,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Atlanta Hawks,18,13,5,0.722,49.4,97.3,37.3,81.4,45.8,7.0,17.1,41.0,15.7,21.7,72.6,9.7,32.3,42.1,22.8,14.3,8.5,5.1,5.1,17.6,19.2,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Denver Nuggets,17,12,5,0.706,49.2,105.3,38.6,79.7,48.5,6.9,19.6,35.0,21.1,28.6,73.9,9.7,33.5,43.2,24.6,17.0,8.5,5.5,6.7,18.4,23.9,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,Utah Jazz,15,11,4,0.733,49.0,98.5,37.3,80.5,46.4,3.9,12.7,30.4,19.9,27.2,73.3,11.9,31.5,43.4,20.7,14.1,8.1,6.4,6.0,21.4,22.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,Houston Rockets,17,10,7,0.588,48.9,99.1,38.6,86.1,44.8,6.3,19.6,32.1,15.6,19.6,79.3,13.0,32.0,45.0,20.5,14.9,7.6,4.9,5.1,20.5,17.8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,San Antonio Spurs,18,10,8,0.556,48.8,97.4,38.2,82.6,46.3,7.8,20.1,38.8,13.2,18.7,70.8,9.8,31.3,41.1,23.4,13.7,7.2,4.1,5.2,16.7,18.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,New York Knicks,17,6,11,0.353,48.6,94.5,34.4,81.4,42.3,7.4,23.7,31.3,18.3,23.7,77.2,11.1,32.6,43.7,19.0,17.7,9.9,4.0,5.1,21.7,21.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,Philadelphia 76ers,17,13,4,0.765,48.6,96.2,38.2,83.1,46.0,6.1,16.4,37.1,13.6,18.7,73.0,9.4,33.9,43.3,22.1,10.7,9.1,4.9,4.5,16.8,16.9,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,Toronto Raptors,19,6,13,0.316,48.5,86.3,32.0,77.7,41.2,5.3,17.3,30.7,16.9,21.8,77.6,10.1,31.6,41.6,19.3,15.6,6.4,4.9,5.0,24.4,18.7,-6.6,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,Golden State Warriors,15,5,10,0.333,48.3,98.1,37.7,80.8,46.7,8.1,20.7,39.0,14.5,19.9,73.2,9.1,29.5,38.5,23.6,15.4,8.7,5.3,4.3,24.3,17.1,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,Los Angeles Clippers,15,11,4,0.733,48.3,98.5,36.7,80.0,45.9,8.0,21.7,36.9,17.1,25.9,66.0,10.9,30.5,41.5,21.8,14.7,8.3,5.8,4.1,21.4,22.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,Los Angeles Lakers,17,10,7,0.588,48.3,93.8,35.8,78.4,45.7,4.9,15.8,30.9,17.2,23.0,74.9,11.0,33.2,44.2,22.1,14.8,5.4,4.8,3.1,18.1,20.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,Orlando Magic,17,9,8,0.529,48.3,89.9,32.1,74.5,43.0,9.2,23.9,38.7,16.6,26.4,62.8,11.0,31.8,42.8,19.2,15.9,6.8,3.9,4.3,18.6,21.8,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,Dallas Mavericks,18,13,5,0.722,48.3,94.2,36.3,81.1,44.8,6.7,20.8,32.4,14.8,20.6,72.0,10.9,33.6,44.5,21.2,13.9,8.7,5.7,4.0,19.1,17.8,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,Memphis Grizzlies,18,10,8,0.556,48.3,93.1,36.3,82.2,44.1,3.9,11.3,34.3,16.6,22.0,75.5,11.7,29.9,41.6,19.0,14.9,10.9,4.9,5.5,19.4,19.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14,New Jersey Nets,18,6,12,0.333,48.3,93.6,33.7,79.1,42.7,9.8,26.6,36.8,16.4,21.3,76.8,11.7,26.4,38.2,20.8,15.6,6.9,4.1,5.8,19.1,20.8,-5.7,,,,,,,,,,,,,,,,,,,,,,,,,,
16,14,New Orleans Hornets,18,2,16,0.111,48.3,87.6,34.8,77.8,44.8,3.6,12.3,28.8,14.3,19.6,73.1,10.9,29.6,40.5,19.7,15.7,7.9,4.7,5.4,20.2,17.8,-5.7,,,,,,,,,,,,,,,,,,,,,,,,,,
