,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,New Orleans Pelicans,11,8,3,0.727,49.8,118.2,46.3,99.0,46.7,9.9,28.6,34.6,15.7,20.7,75.9,10.7,36.8,47.5,26.2,13.8,8.8,7.0,4.4,18.4,20.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Brooklyn Nets,10,1,9,0.1,49.0,106.7,39.3,89.8,43.8,13.9,39.5,35.2,14.2,17.7,80.2,9.2,33.5,42.7,27.0,13.4,6.4,4.5,6.0,20.3,16.2,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Milwaukee Bucks,12,6,6,0.5,48.8,103.6,38.0,83.2,45.7,8.3,24.6,33.6,19.3,23.9,80.8,9.3,33.3,42.7,21.1,14.7,7.8,5.7,5.1,19.3,19.4,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,Cleveland Cavaliers,10,6,4,0.6,48.5,112.8,42.8,87.6,48.9,12.7,33.1,38.4,14.5,20.7,70.0,8.2,35.1,43.3,23.9,12.6,6.7,3.6,4.4,21.2,18.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,Dallas Mavericks,10,3,7,0.3,48.5,105.7,39.3,87.3,45.0,13.2,36.8,35.9,13.9,17.5,79.4,7.4,31.6,39.0,25.0,13.4,8.1,3.9,3.9,19.7,19.6,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,Miami Heat,10,3,7,0.3,48.5,105.9,39.3,88.9,44.2,10.2,28.8,35.4,17.1,22.7,75.3,11.9,33.3,45.2,22.9,13.1,8.4,5.1,5.3,18.5,20.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,Minnesota Timberwolves,10,6,4,0.6,48.5,115.7,42.9,86.5,49.6,9.3,24.3,38.3,20.6,24.0,85.8,9.3,33.7,43.0,24.0,12.6,7.3,4.8,3.8,17.9,20.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,Portland Trail Blazers,10,6,4,0.6,48.5,106.0,39.4,88.0,44.8,10.5,29.7,35.4,16.7,20.5,81.5,9.2,35.9,45.1,18.7,12.3,7.7,4.5,5.1,18.0,18.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,Boston Celtics,11,7,4,0.636,48.5,109.1,40.0,87.9,45.5,11.9,30.4,39.2,17.2,22.0,78.1,9.3,34.5,43.7,23.3,11.9,5.6,5.1,4.8,20.4,19.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,Toronto Raptors,11,9,2,0.818,48.5,117.5,43.9,88.0,49.9,13.9,35.9,38.7,15.8,19.3,82.1,7.7,34.6,42.4,27.8,11.9,8.3,5.8,3.9,20.9,18.6,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,Charlotte Hornets,12,7,5,0.583,48.4,110.6,40.5,87.8,46.1,12.4,30.3,40.9,17.2,22.6,76.0,9.5,31.8,41.3,24.4,11.7,8.1,4.3,4.4,16.6,20.9,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,Oklahoma City Thunder,12,6,6,0.5,48.4,107.5,39.1,89.2,43.8,11.1,32.8,33.8,18.3,25.3,72.3,13.0,33.1,46.1,22.2,13.9,7.5,4.5,5.1,18.8,22.3,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11,Washington Wizards,12,8,4,0.667,48.4,108.8,42.1,86.7,48.6,9.5,27.2,35.0,15.1,17.8,84.6,10.7,32.7,43.3,29.3,15.0,9.0,3.8,4.1,21.3,18.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,Atlanta Hawks,11,4,7,0.364,48.0,103.1,36.8,85.3,43.2,10.4,32.4,32.0,19.1,24.3,78.7,8.6,33.4,42.0,22.6,15.0,8.6,5.2,5.4,18.9,20.8,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,Chicago Bulls,10,2,8,0.2,48.0,101.7,37.9,88.0,43.1,9.6,29.1,33.0,16.3,21.1,77.3,9.2,36.4,45.6,22.0,13.2,6.5,4.5,5.8,18.5,18.0,-9.7,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14,Denver Nuggets,10,7,3,0.7,48.0,119.7,45.0,89.8,50.1,12.7,32.2,39.4,17.0,21.3,79.8,10.3,30.3,40.6,29.4,13.6,8.5,4.4,5.9,21.4,20.7,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
16,14,Detroit Pistons,12,6,6,0.5,48.0,104.8,39.0,87.3,44.7,9.6,28.3,33.9,17.3,22.9,75.3,11.1,35.0,46.1,23.3,13.0,6.6,3.5,4.5,18.3,19.9,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
17,14,Golden State Warriors,11,8,3,0.727,48.0,118.3,43.8,83.3,52.6,12.6,29.9,42.2,18.0,22.5,79.8,8.9,35.5,44.4,30.4,16.5,7.7,7.7,3.0,20.3,18.3,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,
18,14,Houston Rockets,12,12,0,1.0,48.0,112.8,38.7,82.1,47.1,15.0,40.7,36.9,20.5,25.8,79.6,8.2,34.7,42.8,20.3,11.4,7.9,5.0,3.6,18.2,19.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19,14,Indiana Pacers,9,5,4,0.556,48.0,108.3,40.7,87.9,46.3,9.0,25.3,35.5,18.0,22.9,78.6,11.1,35.2,46.3,22.6,14.4,10.0,5.0,4.3,19.7,20.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
