,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,Boston Celtics,12,8,4,0.667,49.7,99.7,38.1,82.3,46.3,7.2,18.9,37.9,16.3,21.0,77.8,8.0,32.9,40.9,23.1,12.8,8.0,4.6,4.3,21.5,19.2,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Denver Nuggets,12,8,4,0.667,49.3,112.3,43.2,86.2,50.1,6.6,18.8,35.0,19.3,27.3,70.7,12.8,30.8,43.6,26.5,14.3,11.0,7.2,6.1,21.4,21.6,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Sacramento Kings,12,3,9,0.25,49.3,104.1,37.9,84.8,44.7,7.8,19.8,39.7,20.4,25.8,79.3,11.7,28.3,40.0,21.9,14.8,9.3,3.2,6.5,20.5,22.0,-7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,San Antonio Spurs,11,8,3,0.727,48.9,103.8,37.6,78.9,47.7,7.5,20.5,36.7,21.0,26.4,79.7,7.0,31.8,38.8,23.2,13.0,8.6,5.5,4.0,19.3,21.9,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,Brooklyn Nets,12,7,5,0.583,48.8,93.0,34.8,80.8,43.1,8.2,20.2,40.5,15.2,22.2,68.4,13.3,31.0,44.3,20.2,15.1,6.4,5.0,6.3,17.9,21.8,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Indiana Pacers,12,9,3,0.75,48.8,102.2,37.1,79.6,46.6,7.8,20.2,38.4,20.3,27.6,73.4,11.9,34.0,45.9,22.8,14.8,7.8,6.7,5.7,21.5,24.6,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,Utah Jazz,12,6,6,0.5,48.8,99.5,38.2,82.6,46.2,5.3,15.4,34.6,17.8,22.9,77.8,12.0,30.3,42.3,22.3,14.7,7.8,6.9,5.5,21.9,20.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,Miami Heat,13,12,1,0.923,48.8,107.7,40.9,78.6,52.1,7.9,19.3,41.0,17.9,23.0,77.9,8.2,27.9,36.1,23.1,11.8,9.8,5.3,3.5,19.7,20.9,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,Phoenix Suns,13,4,9,0.308,48.8,91.2,36.6,84.8,43.2,4.2,14.1,30.1,13.8,19.1,72.2,13.2,32.8,46.0,23.1,17.3,7.2,5.4,5.7,22.3,18.2,-10.3,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,Golden State Warriors,12,4,8,0.333,48.4,102.4,38.2,84.0,45.4,8.0,19.2,41.7,18.1,23.3,77.5,11.6,33.7,45.3,21.2,15.5,6.2,4.3,5.8,22.8,20.6,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,Milwaukee Bucks,12,4,8,0.333,48.4,98.3,38.2,87.9,43.4,6.3,18.8,33.3,15.7,21.9,71.5,12.1,31.3,43.3,22.6,14.2,8.5,6.8,5.2,20.1,19.1,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10,Toronto Raptors,12,7,5,0.583,48.4,94.6,34.3,79.5,43.2,6.6,18.7,35.3,19.3,23.8,81.4,11.0,28.7,39.7,19.3,13.9,7.7,5.3,4.8,23.1,21.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Minnesota Timberwolves,13,3,10,0.231,48.4,97.2,36.3,80.9,44.9,5.2,16.5,31.8,19.3,26.2,73.8,10.9,30.0,40.9,22.7,15.0,9.7,4.2,6.3,20.1,22.7,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,Atlanta Hawks,11,7,4,0.636,48.0,102.4,38.5,80.8,47.6,9.8,25.4,38.7,15.6,21.3,73.5,8.5,34.0,42.5,27.4,13.8,6.7,4.5,3.5,18.6,18.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,Charlotte Bobcats,12,2,10,0.167,48.0,90.5,33.1,81.8,40.4,6.1,17.9,34.0,18.3,24.7,74.0,11.3,30.3,41.7,19.4,13.3,6.2,6.1,6.7,18.9,21.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14,Chicago Bulls,13,5,8,0.385,48.0,89.3,34.9,82.3,42.4,4.7,16.0,29.3,14.8,18.9,78.0,13.9,28.6,42.5,23.4,14.9,7.5,5.7,6.4,18.2,18.2,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
