,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,Dallas Mavericks,10,4,6,0.4,50.0,109.6,37.7,84.5,44.6,10.9,29.6,36.8,23.3,29.0,80.3,8.9,33.1,42.0,23.0,10.3,7.1,3.1,4.6,20.2,23.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Atlanta Hawks,11,6,5,0.545,49.4,105.2,40.5,87.8,46.2,11.1,30.4,36.5,13.0,17.3,75.3,9.2,37.3,46.5,27.5,15.9,9.1,6.5,5.6,18.8,17.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Utah Jazz,13,7,6,0.538,49.2,98.9,36.4,80.6,45.1,6.5,20.7,31.6,19.6,27.1,72.4,10.5,33.7,44.2,18.2,15.4,7.2,5.9,5.3,21.8,21.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,LA Clippers,11,7,4,0.636,48.9,107.7,38.9,83.5,46.6,10.4,29.0,35.7,19.5,27.3,71.7,9.8,35.5,45.4,21.2,14.2,9.4,6.2,2.3,23.1,22.5,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,Memphis Grizzlies,11,7,4,0.636,48.9,106.3,39.5,80.9,48.9,7.5,21.5,35.2,19.6,25.3,77.7,7.3,32.9,40.2,21.5,11.6,7.6,4.2,3.6,22.0,20.8,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,Milwaukee Bucks,11,5,6,0.455,48.9,103.4,40.5,84.4,48.0,5.9,15.9,37.1,16.5,24.1,68.7,10.9,34.0,44.9,23.8,16.9,8.9,6.6,4.4,21.8,21.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,Orlando Magic,12,5,7,0.417,48.8,106.9,40.9,90.7,45.1,8.0,23.1,34.7,17.1,21.4,79.8,11.3,33.4,44.8,25.3,14.1,8.7,4.8,6.8,20.3,18.7,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,Indiana Pacers,13,6,7,0.462,48.8,100.9,39.3,87.5,44.9,6.8,20.4,33.2,15.5,20.4,76.2,11.0,34.5,45.5,21.4,14.2,8.0,5.3,4.5,20.4,19.9,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,Golden State Warriors,10,9,1,0.9,48.5,117.6,43.5,90.9,47.9,13.0,33.6,38.7,17.6,23.6,74.6,9.3,34.7,44.0,28.1,14.5,9.4,4.9,4.8,21.5,20.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,Houston Rockets,10,4,6,0.4,48.5,108.2,37.3,82.9,45.0,11.3,32.8,34.5,22.3,33.6,66.4,11.5,30.6,42.1,22.6,16.6,11.4,4.0,3.9,24.3,25.5,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,Miami Heat,11,6,5,0.545,48.5,101.5,39.6,87.4,45.4,3.5,13.7,25.8,18.6,26.0,71.7,12.0,39.8,51.8,21.0,13.7,6.5,6.6,5.5,19.2,21.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,Oklahoma City Thunder,11,6,5,0.545,48.5,114.2,42.9,88.3,48.6,9.4,26.8,34.9,19.0,24.3,78.3,12.7,35.0,47.7,25.2,16.1,6.8,5.5,4.0,20.9,20.5,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
