,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,Phoenix Suns,14,7,7,0.5,49.4,110.8,40.1,84.5,47.5,8.9,23.9,37.1,21.6,28.8,75.2,11.4,27.9,39.2,23.1,14.3,6.9,4.0,4.3,21.7,24.9,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Detroit Pistons,15,6,9,0.4,49.3,95.3,36.1,80.3,45.0,5.4,14.1,38.4,17.6,23.4,75.2,10.3,28.7,38.9,19.3,13.2,6.4,3.8,4.6,19.5,19.7,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Chicago Bulls,13,8,5,0.615,49.2,102.2,38.5,82.4,46.7,5.8,16.5,34.9,19.5,27.2,71.7,12.2,32.8,44.9,22.0,15.5,8.2,6.0,5.5,20.5,21.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,Boston Celtics,14,11,3,0.786,49.1,102.4,40.0,78.4,51.0,5.1,12.4,41.6,17.3,23.2,74.5,7.9,30.2,38.1,26.3,13.4,8.6,4.4,3.4,21.2,21.0,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,Washington Wizards,14,5,9,0.357,49.1,98.9,37.5,84.1,44.6,6.1,17.7,34.3,17.8,23.0,77.3,13.4,28.0,41.4,21.2,16.6,8.6,6.1,5.1,23.2,20.5,-5.8,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,Los Angeles Clippers,15,3,12,0.2,49.0,99.7,37.2,79.3,46.9,5.8,17.1,34.0,19.5,27.6,70.8,11.3,29.9,41.2,20.9,16.8,6.5,4.2,6.1,22.6,23.1,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Memphis Grizzlies,15,6,9,0.4,49.0,100.1,39.2,83.5,47.0,4.9,14.2,34.7,16.7,23.1,72.3,11.4,28.7,40.1,19.7,15.1,8.6,5.2,5.7,21.0,21.5,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,Utah Jazz,16,13,3,0.813,48.9,101.8,38.3,80.8,47.4,5.4,15.4,35.0,19.8,24.2,81.7,9.4,29.8,39.3,24.6,13.0,7.4,5.5,4.9,23.6,22.6,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,Oklahoma City Thunder,15,10,5,0.667,48.7,102.0,36.1,78.8,45.8,5.0,14.6,34.2,24.9,29.0,85.7,10.3,30.9,41.3,19.0,14.3,7.9,5.1,3.7,22.0,21.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,Philadelphia 76ers,15,5,10,0.333,48.7,98.5,37.2,80.4,46.3,4.9,14.1,34.9,19.1,25.4,75.3,10.1,31.8,41.9,22.6,14.3,7.3,4.1,4.5,22.8,19.8,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,San Antonio Spurs,15,14,1,0.933,48.7,108.1,39.0,83.1,47.0,8.9,20.8,42.9,21.1,26.5,79.6,10.8,32.4,43.2,23.1,14.3,8.7,4.7,5.3,18.6,21.7,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,New York Knicks,16,9,7,0.563,48.6,108.7,37.8,80.9,46.8,8.6,23.9,36.1,24.4,29.8,82.0,10.3,30.6,40.9,21.3,15.9,8.1,7.1,4.1,22.3,23.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Indiana Pacers,13,7,6,0.538,48.4,99.5,36.9,83.3,44.3,8.4,23.8,35.3,17.2,21.4,80.6,9.8,35.4,45.2,21.8,14.6,6.6,6.3,5.5,23.6,20.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,Houston Rockets,14,5,9,0.357,48.4,102.1,36.9,82.6,44.7,7.4,20.0,36.8,20.9,27.2,76.9,11.1,31.9,43.0,23.5,15.1,6.6,4.6,5.7,20.9,23.2,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,Miami Heat,14,7,7,0.5,48.4,102.6,36.0,77.1,46.7,5.7,16.9,33.8,24.9,31.8,78.4,9.2,31.5,40.7,19.6,13.1,6.1,4.6,2.7,21.3,24.2,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14,Milwaukee Bucks,14,5,9,0.357,48.4,91.1,32.9,80.9,40.6,5.6,17.3,32.2,19.9,26.4,75.1,12.9,30.4,43.2,17.8,14.1,7.4,4.0,5.2,20.1,23.8,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
