,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,Milwaukee Bucks,14,3,11,0.214,49.1,95.4,36.9,87.6,42.1,7.2,22.0,32.8,14.4,19.5,74.0,10.6,28.7,39.3,20.9,13.0,5.9,4.1,5.7,23.9,21.4,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Los Angeles Lakers,15,12,3,0.8,49.0,104.1,38.3,84.7,45.2,6.1,19.5,31.2,21.5,26.8,80.1,11.5,32.7,44.2,21.2,13.8,8.1,5.5,4.9,20.1,23.4,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Sacramento Kings,15,6,9,0.4,49.0,103.5,40.0,86.1,46.4,6.4,19.0,33.7,17.1,24.7,69.2,12.5,29.2,41.7,22.4,14.7,6.7,4.1,5.0,22.5,21.0,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,Memphis Grizzlies,13,9,4,0.692,48.8,106.8,41.5,86.8,47.8,4.3,12.4,34.8,19.5,25.9,75.4,14.8,30.8,45.5,18.8,14.5,8.2,4.6,6.0,19.5,23.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,Dallas Mavericks,14,9,5,0.643,48.7,97.8,37.1,81.0,45.8,6.4,18.9,34.0,17.2,21.9,78.5,10.5,33.5,44.0,22.5,13.9,6.6,6.7,3.4,19.4,19.6,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,Chicago Bulls,15,7,8,0.467,48.7,92.0,35.6,82.3,43.2,3.3,10.4,32.1,17.5,22.6,77.3,12.3,34.1,46.3,20.5,16.7,5.8,6.7,5.8,19.9,20.5,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Portland Trail Blazers,15,9,6,0.6,48.7,96.5,35.5,78.5,45.3,6.1,16.3,37.7,19.3,25.0,77.1,10.8,29.1,39.9,18.8,12.3,5.8,3.3,4.3,20.9,21.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,Washington Wizards,15,5,10,0.333,48.7,103.7,38.0,84.8,44.8,6.5,18.5,35.4,21.1,27.4,77.1,11.2,31.4,42.6,18.2,14.7,7.9,4.9,4.4,23.6,22.2,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,Cleveland Cavaliers,17,14,3,0.824,48.6,101.9,38.4,78.9,48.6,6.4,16.3,39.0,18.9,25.3,74.7,10.5,33.6,44.1,21.9,14.5,7.2,6.0,4.1,19.6,20.4,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,Atlanta Hawks,14,9,5,0.643,48.4,107.6,40.8,85.1,47.9,7.3,18.8,38.8,18.8,25.0,75.1,11.7,30.0,41.7,23.8,11.6,9.1,5.1,5.0,20.9,20.3,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,
