,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,Houston Rockets,16,7,9,0.438,48.9,103.5,36.1,83.9,43.0,10.0,31.3,31.9,21.4,28.9,73.9,11.6,32.1,43.6,20.5,16.8,10.1,5.4,5.9,22.4,22.2,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Cleveland Cavaliers,14,11,3,0.786,48.7,103.5,38.0,81.8,46.5,10.4,27.9,37.3,17.1,24.2,70.5,10.2,35.4,45.6,23.6,14.8,5.8,4.3,4.4,20.1,22.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Minnesota Timberwolves,15,6,9,0.4,48.7,100.9,37.3,83.3,44.8,5.7,16.4,34.6,20.5,25.7,80.0,9.9,34.9,44.8,20.5,15.5,7.4,4.5,5.9,22.3,20.9,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Orlando Magic,15,9,6,0.6,48.7,100.6,38.5,87.7,43.8,8.5,23.1,36.6,15.2,19.9,76.5,11.8,34.3,46.1,22.8,14.6,7.5,5.8,6.3,21.2,18.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,Milwaukee Bucks,16,7,9,0.438,48.6,95.6,36.0,79.6,45.2,7.3,19.8,37.0,16.3,21.1,77.4,9.5,28.9,38.4,23.1,15.3,7.8,5.1,4.9,22.0,19.1,-5.6,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,Chicago Bulls,12,8,4,0.667,48.4,98.1,36.8,88.4,41.6,8.3,22.1,37.4,16.3,21.7,75.4,10.2,37.5,47.7,23.4,13.2,6.3,5.5,6.3,19.3,17.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,Brooklyn Nets,14,4,10,0.286,48.4,97.3,38.4,87.2,44.1,5.2,16.8,31.1,15.2,19.4,78.3,11.6,34.5,46.1,20.9,15.6,8.6,4.6,6.5,18.7,18.0,-4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,Charlotte Hornets,15,10,5,0.667,48.3,103.6,38.0,83.5,45.5,9.7,26.7,36.3,17.9,22.9,78.4,7.7,34.9,42.6,21.8,12.4,7.3,6.5,4.1,17.6,21.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,New York Knicks,15,6,9,0.4,48.3,93.6,34.7,84.0,41.3,7.3,21.7,33.5,16.9,20.9,80.6,11.2,33.5,44.7,18.8,13.6,5.9,5.7,4.8,22.1,17.9,-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,Portland Trail Blazers,15,6,9,0.4,48.3,100.4,37.3,83.9,44.4,8.7,25.2,34.7,17.1,23.5,72.8,11.3,34.3,45.7,20.1,15.1,5.7,4.7,5.3,22.1,18.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
