,Unnamed: 0,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,GP RANK,W RANK,L RANK,WIN% RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,BLKA RANK,PF RANK,PFD RANK,+/- RANK
0,1,Atlanta Hawks,14,9,5,0.643,49.8,109.1,41.3,87.6,47.1,11.6,29.2,39.6,15.0,19.2,78.1,10.4,33.5,43.9,27.9,15.1,8.4,4.1,4.6,20.1,18.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,Milwaukee Bucks,15,4,11,0.267,49.7,96.5,36.3,85.1,42.7,6.5,21.3,30.7,17.3,22.4,77.1,12.3,31.3,43.5,20.1,14.7,7.2,6.5,6.1,20.7,21.7,-5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,Cleveland Cavaliers,14,5,9,0.357,49.4,100.8,38.5,88.4,43.5,7.2,19.6,36.7,16.6,22.0,75.3,12.5,33.1,45.6,19.9,14.1,5.9,4.7,6.3,17.6,20.1,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,New Orleans Pelicans,14,7,7,0.5,49.4,103.9,39.9,89.0,44.9,7.5,20.0,37.5,16.6,21.7,76.3,14.1,31.6,45.8,23.4,12.6,7.7,4.5,6.2,21.6,18.9,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,Philadelphia 76ers,13,3,10,0.231,49.2,102.0,39.3,90.3,43.5,7.8,23.8,32.7,15.6,20.8,74.9,12.1,32.3,44.4,23.1,17.8,8.9,3.7,5.8,22.8,19.2,-11.8,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,Charlotte Bobcats,15,6,9,0.4,49.0,96.9,37.3,85.9,43.5,5.6,16.1,34.9,16.7,21.9,76.0,9.5,35.1,44.6,20.7,11.8,6.5,5.5,6.2,18.4,19.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Chicago Bulls,15,5,10,0.333,49.0,90.2,32.9,79.2,41.5,5.8,18.0,32.2,18.7,24.6,75.9,11.2,32.2,43.4,21.3,16.5,7.0,5.6,6.6,19.2,21.9,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,Washington Wizards,11,6,5,0.545,48.9,100.4,38.0,83.6,45.4,7.6,19.1,40.0,16.7,22.5,74.5,12.2,32.3,44.5,22.6,15.6,7.6,4.6,3.4,22.5,19.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,Toronto Raptors,14,8,6,0.571,48.7,101.6,37.1,83.0,44.7,7.9,22.3,35.6,19.6,24.6,79.4,11.1,31.6,42.8,20.3,14.7,7.1,4.6,4.5,21.4,22.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,Miami Heat,15,11,4,0.733,48.7,104.0,39.9,78.3,51.0,8.0,22.7,35.3,16.1,22.0,73.3,6.9,29.9,36.8,23.1,14.5,10.2,4.8,2.7,19.2,19.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,New York Knicks,15,6,9,0.4,48.7,97.0,36.3,82.2,44.1,9.8,25.3,38.8,14.7,19.1,76.7,9.8,27.9,37.7,21.3,12.4,9.4,4.7,3.3,21.9,20.5,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,
