,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Tue, Feb 1, 2011",8:00p,Washington Wizards,89,New Orleans Hornets,97,Box Score,,13921,
1,"Tue, Feb 1, 2011",10:00p,San Antonio Spurs,86,Portland Trail Blazers,99,Box Score,,20364,
2,"Tue, Feb 1, 2011",10:00p,Boston Celtics,95,Sacramento Kings,90,Box Score,,16482,
3,"Tue, Feb 1, 2011",10:30p,Houston Rockets,106,Los Angeles Lakers,114,Box Score,OT,18997,
4,"Wed, Feb 2, 2011",7:00p,Toronto Raptors,87,Atlanta Hawks,100,Box Score,,14025,
5,"Wed, Feb 2, 2011",7:00p,Indiana Pacers,117,Cleveland Cavaliers,112,Box Score,,18877,
6,"Wed, Feb 2, 2011",7:00p,Philadelphia 76ers,106,New Jersey Nets,92,Box Score,,10057,
7,"Wed, Feb 2, 2011",7:30p,Charlotte Bobcats,97,Detroit Pistons,87,Box Score,,14376,
8,"Wed, Feb 2, 2011",7:30p,Dallas Mavericks,113,New York Knicks,97,Box Score,,19763,
9,"Wed, Feb 2, 2011",8:00p,Memphis Grizzlies,102,Minnesota Timberwolves,84,Box Score,,12662,
10,"Wed, Feb 2, 2011",8:00p,New Orleans Hornets,93,Oklahoma City Thunder,104,Box Score,,17849,
11,"Wed, Feb 2, 2011",9:00p,Portland Trail Blazers,90,Denver Nuggets,109,Box Score,,15258,
12,"Wed, Feb 2, 2011",9:00p,Milwaukee Bucks,77,Phoenix Suns,92,Box Score,,16422,
13,"Wed, Feb 2, 2011",9:00p,Houston Rockets,97,Utah Jazz,96,Box Score,,19619,
14,"Wed, Feb 2, 2011",10:30p,Chicago Bulls,106,Los Angeles Clippers,88,Box Score,,19368,
15,"Thu, Feb 3, 2011",8:00p,Miami Heat,104,Orlando Magic,100,Box Score,,18945,
16,"Thu, Feb 3, 2011",10:30p,Milwaukee Bucks,94,Golden State Warriors,100,Box Score,,18008,
17,"Thu, Feb 3, 2011",10:30p,San Antonio Spurs,89,Los Angeles Lakers,88,Box Score,,18997,
18,"Fri, Feb 4, 2011",7:00p,Miami Heat,109,Charlotte Bobcats,97,Box Score,,19592,
19,"Fri, Feb 4, 2011",7:00p,Portland Trail Blazers,87,Indiana Pacers,100,Box Score,,11778,
20,"Fri, Feb 4, 2011",7:00p,New York Knicks,98,Philadelphia 76ers,100,Box Score,,18823,
21,"Fri, Feb 4, 2011",7:00p,Minnesota Timberwolves,100,Toronto Raptors,111,Box Score,,14389,
22,"Fri, Feb 4, 2011",7:00p,Orlando Magic,110,Washington Wizards,92,Box Score,,18940,
23,"Fri, Feb 4, 2011",7:30p,Los Angeles Clippers,100,Atlanta Hawks,101,Box Score,,19363,
24,"Fri, Feb 4, 2011",7:30p,New Jersey Nets,82,Detroit Pistons,92,Box Score,,17304,
25,"Fri, Feb 4, 2011",8:00p,Dallas Mavericks,101,Boston Celtics,97,Box Score,,18624,
26,"Fri, Feb 4, 2011",8:00p,Cleveland Cavaliers,105,Memphis Grizzlies,112,Box Score,,11932,
27,"Fri, Feb 4, 2011",9:00p,Oklahoma City Thunder,111,Phoenix Suns,107,Box Score,,16274,
28,"Fri, Feb 4, 2011",10:00p,San Antonio Spurs,113,Sacramento Kings,100,Box Score,,15772,
29,"Fri, Feb 4, 2011",10:30p,Utah Jazz,113,Denver Nuggets,106,Box Score,,19155,
30,"Sat, Feb 5, 2011",7:00p,Dallas Mavericks,101,Charlotte Bobcats,92,Box Score,,17743,
31,"Sat, Feb 5, 2011",7:00p,Atlanta Hawks,99,Washington Wizards,92,Box Score,,16256,
32,"Sat, Feb 5, 2011",7:30p,Portland Trail Blazers,111,Cleveland Cavaliers,105,Box Score,,19975,
33,"Sat, Feb 5, 2011",8:00p,Los Angeles Lakers,101,New Orleans Hornets,95,Box Score,,18426,
34,"Sat, Feb 5, 2011",8:30p,Memphis Grizzlies,93,Houston Rockets,95,Box Score,OT,18195,
35,"Sat, Feb 5, 2011",8:30p,Detroit Pistons,89,Milwaukee Bucks,78,Box Score,,15791,
36,"Sat, Feb 5, 2011",8:30p,Denver Nuggets,113,Minnesota Timberwolves,100,Box Score,,15389,
37,"Sat, Feb 5, 2011",9:00p,Oklahoma City Thunder,121,Utah Jazz,105,Box Score,,19711,
38,"Sat, Feb 5, 2011",10:30p,Chicago Bulls,90,Golden State Warriors,101,Box Score,,19596,
39,"Sun, Feb 6, 2011",12:00p,Los Angeles Clippers,79,Miami Heat,97,Box Score,,19702,
40,"Sun, Feb 6, 2011",12:00p,Indiana Pacers,105,New Jersey Nets,86,Box Score,,13167,
41,"Sun, Feb 6, 2011",12:00p,Philadelphia 76ers,103,New York Knicks,117,Box Score,,19763,
42,"Sun, Feb 6, 2011",2:30p,Orlando Magic,80,Boston Celtics,91,Box Score,,18624,
43,"Mon, Feb 7, 2011",7:00p,Boston Celtics,89,Charlotte Bobcats,94,Box Score,,19081,
44,"Mon, Feb 7, 2011",8:00p,Los Angeles Lakers,93,Memphis Grizzlies,84,Box Score,,18119,
45,"Mon, Feb 7, 2011",8:00p,Minnesota Timberwolves,104,New Orleans Hornets,92,Box Score,,13401,
46,"Mon, Feb 7, 2011",8:30p,Cleveland Cavaliers,96,Dallas Mavericks,99,Box Score,,19875,
47,"Mon, Feb 7, 2011",9:00p,Houston Rockets,108,Denver Nuggets,103,Box Score,,14595,
48,"Mon, Feb 7, 2011",10:00p,Chicago Bulls,103,Portland Trail Blazers,109,Box Score,,20534,
49,"Mon, Feb 7, 2011",10:00p,Utah Jazz,107,Sacramento Kings,104,Box Score,,11509,
50,"Mon, Feb 7, 2011",10:30p,Phoenix Suns,104,Golden State Warriors,92,Box Score,,18002,
51,"Tue, Feb 8, 2011",7:00p,Philadelphia 76ers,117,Atlanta Hawks,83,Box Score,,12903,
52,"Tue, Feb 8, 2011",7:00p,Los Angeles Clippers,85,Orlando Magic,101,Box Score,,18987,
53,"Tue, Feb 8, 2011",7:30p,San Antonio Spurs,100,Detroit Pistons,89,Box Score,,16132,
54,"Tue, Feb 8, 2011",7:30p,Indiana Pacers,112,Miami Heat,117,Box Score,,19600,
55,"Tue, Feb 8, 2011",8:00p,Toronto Raptors,74,Milwaukee Bucks,92,Box Score,,11975,
56,"Tue, Feb 8, 2011",8:00p,Memphis Grizzlies,105,Oklahoma City Thunder,101,Box Score,OT,17868,
57,"Tue, Feb 8, 2011",8:30p,Minnesota Timberwolves,112,Houston Rockets,108,Box Score,,15679,
58,"Wed, Feb 9, 2011",7:00p,Detroit Pistons,103,Cleveland Cavaliers,94,Box Score,,19475,
59,"Wed, Feb 9, 2011",7:00p,Charlotte Bobcats,103,Indiana Pacers,104,Box Score,,10268,
60,"Wed, Feb 9, 2011",7:00p,New Orleans Hornets,101,New Jersey Nets,103,Box Score,OT,13316,
61,"Wed, Feb 9, 2011",7:00p,Orlando Magic,99,Philadelphia 76ers,95,Box Score,,12091,
62,"Wed, Feb 9, 2011",7:00p,San Antonio Spurs,111,Toronto Raptors,100,Box Score,,15867,
63,"Wed, Feb 9, 2011",7:00p,Milwaukee Bucks,85,Washington Wizards,100,Box Score,,16108,
