,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Tue, Mar 1, 2022",7:00p,Detroit Pistons,113,Washington Wizards,116,Box Score,,12122.0,
1,"Tue, Mar 1, 2022",7:30p,Atlanta Hawks,98,Boston Celtics,107,Box Score,,19156.0,
2,"Tue, Mar 1, 2022",7:30p,Brooklyn Nets,108,Toronto Raptors,109,Box Score,,18903.0,
3,"Tue, Mar 1, 2022",8:00p,Los Angeles Clippers,113,Houston Rockets,100,Box Score,,12949.0,
4,"Tue, Mar 1, 2022",8:00p,Golden State Warriors,114,Minnesota Timberwolves,129,Box Score,,17136.0,
5,"Tue, Mar 1, 2022",10:00p,Dallas Mavericks,109,Los Angeles Lakers,104,Box Score,,17857.0,
6,"Wed, Mar 2, 2022",7:00p,Charlotte Hornets,119,Cleveland Cavaliers,98,Box Score,,19019.0,
7,"Wed, Mar 2, 2022",7:00p,Indiana Pacers,122,Orlando Magic,114,Box Score,OT,11221.0,
8,"Wed, Mar 2, 2022",7:30p,New York Knicks,108,Philadelphia 76ers,123,Box Score,,21333.0,
9,"Wed, Mar 2, 2022",8:00p,Utah Jazz,132,Houston Rockets,127,Box Score,OT,13583.0,
10,"Wed, Mar 2, 2022",8:00p,Miami Heat,119,Milwaukee Bucks,120,Box Score,,17341.0,
11,"Wed, Mar 2, 2022",8:00p,Sacramento Kings,95,New Orleans Pelicans,125,Box Score,,15490.0,
12,"Wed, Mar 2, 2022",9:00p,Oklahoma City Thunder,119,Denver Nuggets,107,Box Score,,15167.0,
13,"Wed, Mar 2, 2022",10:00p,Portland Trail Blazers,90,Phoenix Suns,120,Box Score,,17071.0,
14,"Thu, Mar 3, 2022",7:00p,Chicago Bulls,124,Atlanta Hawks,130,Box Score,,17522.0,
15,"Thu, Mar 3, 2022",7:30p,Memphis Grizzlies,107,Boston Celtics,120,Box Score,,19156.0,
16,"Thu, Mar 3, 2022",7:30p,Miami Heat,113,Brooklyn Nets,107,Box Score,,17732.0,
17,"Thu, Mar 3, 2022",7:30p,Detroit Pistons,108,Toronto Raptors,106,Box Score,,19548.0,
18,"Thu, Mar 3, 2022",8:30p,Golden State Warriors,113,Dallas Mavericks,122,Box Score,,20229.0,
19,"Thu, Mar 3, 2022",8:30p,Sacramento Kings,115,San Antonio Spurs,112,Box Score,,13049.0,
20,"Thu, Mar 3, 2022",10:00p,Los Angeles Lakers,111,Los Angeles Clippers,132,Box Score,,19068.0,
21,"Fri, Mar 4, 2022",7:00p,Indiana Pacers,106,Detroit Pistons,111,Box Score,,17244.0,
22,"Fri, Mar 4, 2022",7:00p,Cleveland Cavaliers,119,Philadelphia 76ers,125,Box Score,,21391.0,
23,"Fri, Mar 4, 2022",7:00p,Atlanta Hawks,117,Washington Wizards,114,Box Score,,15927.0,
24,"Fri, Mar 4, 2022",7:30p,Milwaukee Bucks,118,Chicago Bulls,112,Box Score,,21259.0,
25,"Fri, Mar 4, 2022",7:30p,Orlando Magic,103,Toronto Raptors,97,Box Score,,19081.0,
26,"Fri, Mar 4, 2022",8:00p,Utah Jazz,90,New Orleans Pelicans,124,Box Score,,16178.0,
27,"Fri, Mar 4, 2022",8:00p,Minnesota Timberwolves,138,Oklahoma City Thunder,101,Box Score,,15180.0,
28,"Fri, Mar 4, 2022",9:00p,Houston Rockets,101,Denver Nuggets,116,Box Score,,16254.0,
29,"Fri, Mar 4, 2022",10:00p,New York Knicks,114,Phoenix Suns,115,Box Score,,17071.0,
30,"Sat, Mar 5, 2022",5:00p,Sacramento Kings,113,Dallas Mavericks,114,Box Score,,20060.0,
31,"Sat, Mar 5, 2022",7:00p,San Antonio Spurs,117,Charlotte Hornets,123,Box Score,,18941.0,
32,"Sat, Mar 5, 2022",8:00p,Orlando Magic,96,Memphis Grizzlies,124,Box Score,,17794.0,
33,"Sat, Mar 5, 2022",8:00p,Philadelphia 76ers,82,Miami Heat,99,Box Score,,19704.0,
34,"Sat, Mar 5, 2022",8:00p,Portland Trail Blazers,121,Minnesota Timberwolves,135,Box Score,,17136.0,
35,"Sat, Mar 5, 2022",8:30p,Golden State Warriors,116,Los Angeles Lakers,124,Box Score,,18997.0,
36,"Sun, Mar 6, 2022",1:00p,Brooklyn Nets,120,Boston Celtics,126,Box Score,,19156.0,
37,"Sun, Mar 6, 2022",3:30p,Phoenix Suns,122,Milwaukee Bucks,132,Box Score,,17495.0,
38,"Sun, Mar 6, 2022",6:00p,Indiana Pacers,123,Washington Wizards,133,Box Score,,13937.0,
39,"Sun, Mar 6, 2022",7:00p,Memphis Grizzlies,112,Houston Rockets,123,Box Score,,18055.0,
40,"Sun, Mar 6, 2022",7:00p,Utah Jazz,116,Oklahoma City Thunder,103,Box Score,,15079.0,
41,"Sun, Mar 6, 2022",7:30p,Toronto Raptors,96,Cleveland Cavaliers,104,Box Score,,19432.0,
42,"Sun, Mar 6, 2022",8:00p,New Orleans Pelicans,130,Denver Nuggets,138,Box Score,OT,14962.0,
43,"Sun, Mar 6, 2022",10:00p,New York Knicks,116,Los Angeles Clippers,93,Box Score,,17422.0,
44,"Mon, Mar 7, 2022",7:00p,Atlanta Hawks,110,Detroit Pistons,113,Box Score,OT,14942.0,
45,"Mon, Mar 7, 2022",7:00p,Chicago Bulls,106,Philadelphia 76ers,121,Box Score,,20381.0,
46,"Mon, Mar 7, 2022",7:30p,Houston Rockets,106,Miami Heat,123,Box Score,,19600.0,
47,"Mon, Mar 7, 2022",8:00p,Portland Trail Blazers,81,Minnesota Timberwolves,124,Box Score,,16035.0,
48,"Mon, Mar 7, 2022",8:30p,Utah Jazz,103,Dallas Mavericks,111,Box Score,,20077.0,
49,"Mon, Mar 7, 2022",8:30p,Los Angeles Lakers,110,San Antonio Spurs,117,Box Score,,18354.0,
50,"Mon, Mar 7, 2022",9:00p,Golden State Warriors,124,Denver Nuggets,131,Box Score,,19542.0,
51,"Mon, Mar 7, 2022",10:30p,New York Knicks,131,Sacramento Kings,115,Box Score,,14720.0,
52,"Tue, Mar 8, 2022",7:00p,Brooklyn Nets,132,Charlotte Hornets,121,Box Score,,17230.0,
53,"Tue, Mar 8, 2022",7:00p,Cleveland Cavaliers,127,Indiana Pacers,124,Box Score,,14066.0,
54,"Tue, Mar 8, 2022",7:00p,Phoenix Suns,102,Orlando Magic,99,Box Score,,14024.0,
55,"Tue, Mar 8, 2022",7:30p,New Orleans Pelicans,111,Memphis Grizzlies,132,Box Score,,16433.0,
56,"Tue, Mar 8, 2022",8:00p,Milwaukee Bucks,142,Oklahoma City Thunder,115,Box Score,,15743.0,
57,"Tue, Mar 8, 2022",10:00p,Los Angeles Clippers,97,Golden State Warriors,112,Box Score,,18064.0,
58,"Wed, Mar 9, 2022",7:00p,Boston Celtics,115,Charlotte Hornets,101,Box Score,,18086.0,
