,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Thu, Mar 1, 2012",8:00p,Oklahoma City Thunder,105,Orlando Magic,102,Box Score,,18846,
1,"Thu, Mar 1, 2012",9:00p,Minnesota Timberwolves,95,Phoenix Suns,104,Box Score,,15071,
2,"Thu, Mar 1, 2012",10:00p,Los Angeles Clippers,108,Sacramento Kings,100,Box Score,,15512,
3,"Thu, Mar 1, 2012",10:30p,Miami Heat,107,Portland Trail Blazers,93,Box Score,,20597,
4,"Fri, Mar 2, 2012",7:00p,Memphis Grizzlies,102,Toronto Raptors,99,Box Score,,17168,
5,"Fri, Mar 2, 2012",7:30p,Milwaukee Bucks,94,Atlanta Hawks,99,Box Score,,13311,
6,"Fri, Mar 2, 2012",7:30p,New Jersey Nets,94,Boston Celtics,107,Box Score,,18624,
7,"Fri, Mar 2, 2012",7:30p,Chicago Bulls,112,Cleveland Cavaliers,91,Box Score,,20562,
8,"Fri, Mar 2, 2012",8:00p,Denver Nuggets,117,Houston Rockets,105,Box Score,,16879,
9,"Fri, Mar 2, 2012",8:00p,Dallas Mavericks,92,New Orleans Hornets,97,Box Score,,15568,
10,"Fri, Mar 2, 2012",8:00p,Golden State Warriors,83,Philadelphia 76ers,105,Box Score,,18323,
11,"Fri, Mar 2, 2012",8:30p,Charlotte Bobcats,72,San Antonio Spurs,102,Box Score,,18581,
12,"Fri, Mar 2, 2012",9:00p,Miami Heat,98,Utah Jazz,99,Box Score,,19911,
13,"Fri, Mar 2, 2012",10:30p,Sacramento Kings,107,Los Angeles Lakers,115,Box Score,,18997,
14,"Fri, Mar 2, 2012",10:30p,Los Angeles Clippers,78,Phoenix Suns,81,Box Score,,18091,
15,"Sat, Mar 3, 2012",7:00p,Oklahoma City Thunder,90,Atlanta Hawks,97,Box Score,,18087,
16,"Sat, Mar 3, 2012",7:00p,Milwaukee Bucks,98,Orlando Magic,114,Box Score,,18846,
