,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Wed, Feb 1, 2012",7:00p,Washington Wizards,103,Orlando Magic,109,Box Score,,18846,
1,"Wed, Feb 1, 2012",7:00p,Chicago Bulls,82,Philadelphia 76ers,98,Box Score,,18325,
2,"Wed, Feb 1, 2012",7:30p,Toronto Raptors,64,Boston Celtics,100,Box Score,,18624,
3,"Wed, Feb 1, 2012",7:30p,Detroit Pistons,96,New Jersey Nets,99,Box Score,,10504,
4,"Wed, Feb 1, 2012",8:00p,Oklahoma City Thunder,95,Dallas Mavericks,86,Box Score,,20316,
5,"Wed, Feb 1, 2012",8:00p,Miami Heat,97,Milwaukee Bucks,105,Box Score,,16116,
6,"Wed, Feb 1, 2012",8:00p,Indiana Pacers,109,Minnesota Timberwolves,99,Box Score,,15017,
7,"Wed, Feb 1, 2012",8:00p,Phoenix Suns,120,New Orleans Hornets,103,Box Score,,13598,
8,"Wed, Feb 1, 2012",8:30p,Houston Rockets,91,San Antonio Spurs,99,Box Score,,18581,
9,"Wed, Feb 1, 2012",10:00p,Charlotte Bobcats,68,Portland Trail Blazers,112,Box Score,,20608,
10,"Wed, Feb 1, 2012",10:30p,Los Angeles Clippers,107,Utah Jazz,105,Box Score,,19637,
11,"Thu, Feb 2, 2012",7:30p,Memphis Grizzlies,96,Atlanta Hawks,77,Box Score,,14211,
12,"Thu, Feb 2, 2012",8:00p,Chicago Bulls,105,New York Knicks,102,Box Score,,19763,
13,"Thu, Feb 2, 2012",8:30p,New Orleans Hornets,81,San Antonio Spurs,93,Box Score,,18082,
14,"Thu, Feb 2, 2012",10:00p,Portland Trail Blazers,92,Sacramento Kings,95,Box Score,,11740,
15,"Thu, Feb 2, 2012",10:30p,Utah Jazz,101,Golden State Warriors,119,Box Score,,18123,
16,"Thu, Feb 2, 2012",10:30p,Denver Nuggets,112,Los Angeles Clippers,91,Box Score,,19223,
17,"Fri, Feb 3, 2012",7:00p,Cleveland Cavaliers,94,Orlando Magic,102,Box Score,,18933,
18,"Fri, Feb 3, 2012",7:00p,Miami Heat,99,Philadelphia 76ers,79,Box Score,,20694,
19,"Fri, Feb 3, 2012",7:00p,Washington Wizards,89,Toronto Raptors,106,Box Score,,16382,
20,"Fri, Feb 3, 2012",7:30p,Milwaukee Bucks,80,Detroit Pistons,88,Box Score,,13181,
21,"Fri, Feb 3, 2012",7:30p,Minnesota Timberwolves,108,New Jersey Nets,105,Box Score,,15069,
22,"Fri, Feb 3, 2012",8:00p,New York Knicks,89,Boston Celtics,91,Box Score,,18624,
23,"Fri, Feb 3, 2012",8:00p,Phoenix Suns,81,Houston Rockets,99,Box Score,,15941,
24,"Fri, Feb 3, 2012",8:00p,Memphis Grizzlies,94,Oklahoma City Thunder,101,Box Score,,18203,
25,"Fri, Feb 3, 2012",8:30p,Indiana Pacers,98,Dallas Mavericks,87,Box Score,,20146,
26,"Fri, Feb 3, 2012",10:30p,Los Angeles Lakers,93,Denver Nuggets,89,Box Score,,19155,
27,"Sat, Feb 4, 2012",7:00p,Philadelphia 76ers,98,Atlanta Hawks,87,Box Score,,18012,
28,"Sat, Feb 4, 2012",7:00p,Orlando Magic,85,Indiana Pacers,81,Box Score,,18165,
29,"Sat, Feb 4, 2012",7:00p,Los Angeles Clippers,107,Washington Wizards,81,Box Score,,19419,
30,"Sat, Feb 4, 2012",7:30p,Dallas Mavericks,88,Cleveland Cavaliers,91,Box Score,,17443,
31,"Sat, Feb 4, 2012",7:30p,New Orleans Hornets,87,Detroit Pistons,89,Box Score,,13174,
32,"Sat, Feb 4, 2012",7:30p,New Jersey Nets,92,New York Knicks,99,Box Score,,19763,
33,"Sat, Feb 4, 2012",8:00p,Houston Rockets,91,Minnesota Timberwolves,100,Box Score,,19356,
34,"Sat, Feb 4, 2012",8:30p,Chicago Bulls,113,Milwaukee Bucks,90,Box Score,,18717,
35,"Sat, Feb 4, 2012",8:30p,Oklahoma City Thunder,96,San Antonio Spurs,107,Box Score,,18581,
36,"Sat, Feb 4, 2012",9:00p,Charlotte Bobcats,89,Phoenix Suns,95,Box Score,,14928,
37,"Sat, Feb 4, 2012",9:00p,Los Angeles Lakers,87,Utah Jazz,96,Box Score,,19642,
38,"Sat, Feb 4, 2012",10:00p,Denver Nuggets,97,Portland Trail Blazers,117,Box Score,,20583,
39,"Sat, Feb 4, 2012",10:00p,Golden State Warriors,106,Sacramento Kings,114,Box Score,OT,16411,
40,"Sun, Feb 5, 2012",12:00p,Memphis Grizzlies,80,Boston Celtics,98,Box Score,,18624,
41,"Sun, Feb 5, 2012",1:00p,Toronto Raptors,89,Miami Heat,95,Box Score,,19802,
42,"Mon, Feb 6, 2012",7:00p,Los Angeles Clippers,107,Orlando Magic,102,Box Score,OT,18846,
43,"Mon, Feb 6, 2012",7:00p,Los Angeles Lakers,90,Philadelphia 76ers,95,Box Score,,20064,
