,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Fri, Mar 1, 2013",7:00p,Houston Rockets,118,Orlando Magic,110,Box Score,,16677,
1,"Fri, Mar 1, 2013",7:00p,Indiana Pacers,93,Toronto Raptors,81,Box Score,,18268,
2,"Fri, Mar 1, 2013",7:00p,New York Knicks,96,Washington Wizards,88,Box Score,,20308,
3,"Fri, Mar 1, 2013",7:30p,Golden State Warriors,86,Boston Celtics,94,Box Score,,18624,
4,"Fri, Mar 1, 2013",7:30p,Los Angeles Clippers,105,Cleveland Cavaliers,89,Box Score,,20562,
5,"Fri, Mar 1, 2013",8:00p,Dallas Mavericks,98,Brooklyn Nets,90,Box Score,,17732,
6,"Fri, Mar 1, 2013",8:00p,Memphis Grizzlies,91,Miami Heat,98,Box Score,,20128,
7,"Fri, Mar 1, 2013",8:00p,Detroit Pistons,95,New Orleans Hornets,100,Box Score,,14189,
8,"Fri, Mar 1, 2013",8:30p,Sacramento Kings,102,San Antonio Spurs,130,Box Score,,18581,
9,"Fri, Mar 1, 2013",9:00p,Atlanta Hawks,87,Phoenix Suns,92,Box Score,,15269,
10,"Fri, Mar 1, 2013",9:00p,Charlotte Bobcats,68,Utah Jazz,98,Box Score,,17691,
11,"Fri, Mar 1, 2013",10:30p,Oklahoma City Thunder,103,Denver Nuggets,105,Box Score,,19521,
12,"Sat, Mar 2, 2013",7:00p,Golden State Warriors,97,Philadelphia 76ers,104,Box Score,,17929,
13,"Sat, Mar 2, 2013",8:00p,Brooklyn Nets,85,Chicago Bulls,96,Box Score,,22414,
14,"Sat, Mar 2, 2013",8:30p,Toronto Raptors,114,Milwaukee Bucks,122,Box Score,OT,16165,
15,"Sat, Mar 2, 2013",10:00p,Minnesota Timberwolves,94,Portland Trail Blazers,109,Box Score,,20390,
16,"Sun, Mar 3, 2013",1:00p,Miami Heat,99,New York Knicks,93,Box Score,,19033,
17,"Sun, Mar 3, 2013",3:30p,Oklahoma City Thunder,108,Los Angeles Clippers,104,Box Score,,19371,
18,"Sun, Mar 3, 2013",6:00p,Memphis Grizzlies,108,Orlando Magic,82,Box Score,,16020,
19,"Sun, Mar 3, 2013",6:00p,Charlotte Bobcats,83,Sacramento Kings,119,Box Score,,14555,
20,"Sun, Mar 3, 2013",6:00p,Philadelphia 76ers,87,Washington Wizards,90,Box Score,,17370,
21,"Sun, Mar 3, 2013",7:00p,Dallas Mavericks,103,Houston Rockets,136,Box Score,,18123,
22,"Sun, Mar 3, 2013",7:00p,Detroit Pistons,75,San Antonio Spurs,114,Box Score,,18581,
23,"Sun, Mar 3, 2013",8:00p,Chicago Bulls,92,Indiana Pacers,97,Box Score,,17533,
24,"Sun, Mar 3, 2013",9:30p,Atlanta Hawks,98,Los Angeles Lakers,99,Box Score,,18997,
25,"Mon, Mar 4, 2013",7:00p,New York Knicks,102,Cleveland Cavaliers,97,Box Score,,19784,
26,"Mon, Mar 4, 2013",8:00p,Utah Jazz,108,Milwaukee Bucks,109,Box Score,OT,13926,
27,"Mon, Mar 4, 2013",8:00p,Miami Heat,97,Minnesota Timberwolves,81,Box Score,,18391,
28,"Mon, Mar 4, 2013",8:00p,Orlando Magic,105,New Orleans Hornets,102,Box Score,,11050,
29,"Mon, Mar 4, 2013",9:00p,Atlanta Hawks,88,Denver Nuggets,104,Box Score,,17554,
30,"Mon, Mar 4, 2013",10:00p,Charlotte Bobcats,105,Portland Trail Blazers,122,Box Score,,18330,
31,"Mon, Mar 4, 2013",10:30p,Toronto Raptors,118,Golden State Warriors,125,Box Score,,19596,
32,"Tue, Mar 5, 2013",7:00p,Boston Celtics,109,Philadelphia 76ers,101,Box Score,,16189,
33,"Tue, Mar 5, 2013",9:30p,Los Angeles Lakers,105,Oklahoma City Thunder,122,Box Score,,18203,
34,"Tue, Mar 5, 2013",10:00p,Denver Nuggets,120,Sacramento Kings,113,Box Score,,11923,
35,"Wed, Mar 6, 2013",7:00p,Brooklyn Nets,99,Charlotte Bobcats,78,Box Score,,13382,
36,"Wed, Mar 6, 2013",7:00p,Utah Jazz,101,Cleveland Cavaliers,104,Box Score,,12124,
37,"Wed, Mar 6, 2013",7:00p,Boston Celtics,83,Indiana Pacers,81,Box Score,,17833,
