,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Mon, Feb 1, 2016",7:00p,Cleveland Cavaliers,111,Indiana Pacers,106,Box Score,OT,17283,
1,"Mon, Feb 1, 2016",7:30p,Detroit Pistons,105,Brooklyn Nets,100,Box Score,,13290,
2,"Mon, Feb 1, 2016",8:00p,Dallas Mavericks,97,Atlanta Hawks,112,Box Score,,15455,
3,"Mon, Feb 1, 2016",8:00p,Memphis Grizzlies,110,New Orleans Pelicans,95,Box Score,,15210,
4,"Mon, Feb 1, 2016",8:00p,Washington Wizards,98,Oklahoma City Thunder,114,Box Score,,18203,
5,"Mon, Feb 1, 2016",8:30p,Orlando Magic,92,San Antonio Spurs,107,Box Score,,18418,
6,"Mon, Feb 1, 2016",9:00p,Toronto Raptors,93,Denver Nuggets,112,Box Score,,10007,
7,"Mon, Feb 1, 2016",9:00p,Chicago Bulls,96,Utah Jazz,105,Box Score,OT,18811,
8,"Mon, Feb 1, 2016",10:00p,Milwaukee Bucks,104,Sacramento Kings,111,Box Score,,16827,
9,"Tue, Feb 2, 2016",7:30p,Boston Celtics,97,New York Knicks,89,Box Score,,19812,
10,"Tue, Feb 2, 2016",8:00p,Miami Heat,102,Houston Rockets,115,Box Score,,18229,
11,"Tue, Feb 2, 2016",9:00p,Toronto Raptors,104,Phoenix Suns,97,Box Score,,15897,
12,"Tue, Feb 2, 2016",10:00p,Milwaukee Bucks,95,Portland Trail Blazers,107,Box Score,,18306,
13,"Tue, Feb 2, 2016",10:30p,Minnesota Timberwolves,115,Los Angeles Lakers,119,Box Score,,18997,
14,"Wed, Feb 3, 2016",7:00p,Cleveland Cavaliers,97,Charlotte Hornets,106,Box Score,,19189,
15,"Wed, Feb 3, 2016",7:00p,Atlanta Hawks,124,Philadelphia 76ers,86,Box Score,,10429,
16,"Wed, Feb 3, 2016",7:30p,Detroit Pistons,95,Boston Celtics,102,Box Score,,17297,
17,"Wed, Feb 3, 2016",7:30p,Indiana Pacers,114,Brooklyn Nets,100,Box Score,,13311,
18,"Wed, Feb 3, 2016",8:00p,Orlando Magic,114,Oklahoma City Thunder,117,Box Score,,18203,
19,"Wed, Feb 3, 2016",8:00p,Golden State Warriors,134,Washington Wizards,121,Box Score,,20356,
20,"Wed, Feb 3, 2016",8:30p,Miami Heat,93,Dallas Mavericks,90,Box Score,,20385,
21,"Wed, Feb 3, 2016",8:30p,New Orleans Pelicans,97,San Antonio Spurs,110,Box Score,,18418,
22,"Wed, Feb 3, 2016",9:00p,Denver Nuggets,81,Utah Jazz,85,Box Score,,19461,
23,"Wed, Feb 3, 2016",10:00p,Chicago Bulls,107,Sacramento Kings,102,Box Score,,17317,
24,"Wed, Feb 3, 2016",10:30p,Minnesota Timberwolves,108,Los Angeles Clippers,102,Box Score,,19060,
25,"Thu, Feb 4, 2016",7:00p,New York Knicks,105,Detroit Pistons,111,Box Score,,17095,
26,"Thu, Feb 4, 2016",9:00p,Houston Rockets,111,Phoenix Suns,105,Box Score,,15723,
27,"Thu, Feb 4, 2016",9:30p,Los Angeles Lakers,99,New Orleans Pelicans,96,Box Score,,18420,
28,"Thu, Feb 4, 2016",10:00p,Toronto Raptors,110,Portland Trail Blazers,103,Box Score,,19393,
29,"Fri, Feb 5, 2016",7:00p,Indiana Pacers,96,Atlanta Hawks,102,Box Score,,17225,
30,"Fri, Feb 5, 2016",7:00p,Miami Heat,98,Charlotte Hornets,95,Box Score,,19147,
31,"Fri, Feb 5, 2016",7:00p,Los Angeles Clippers,107,Orlando Magic,93,Box Score,,16647,
32,"Fri, Feb 5, 2016",7:00p,Philadelphia 76ers,94,Washington Wizards,106,Box Score,,17305,
33,"Fri, Feb 5, 2016",7:30p,Sacramento Kings,119,Brooklyn Nets,128,Box Score,,14432,
34,"Fri, Feb 5, 2016",7:30p,Boston Celtics,104,Cleveland Cavaliers,103,Box Score,,20562,
35,"Fri, Feb 5, 2016",7:30p,Memphis Grizzlies,91,New York Knicks,85,Box Score,,19812,
36,"Fri, Feb 5, 2016",9:00p,Chicago Bulls,110,Denver Nuggets,115,Box Score,,19155,
37,"Fri, Feb 5, 2016",9:00p,Milwaukee Bucks,81,Utah Jazz,84,Box Score,,19911,
38,"Fri, Feb 5, 2016",9:30p,San Antonio Spurs,116,Dallas Mavericks,90,Box Score,,20404,
39,"Sat, Feb 6, 2016",5:00p,Portland Trail Blazers,96,Houston Rockets,79,Box Score,,18308,
40,"Sat, Feb 6, 2016",7:00p,Washington Wizards,104,Charlotte Hornets,108,Box Score,,18450,
41,"Sat, Feb 6, 2016",7:00p,Detroit Pistons,104,Indiana Pacers,112,Box Score,,18165,
42,"Sat, Feb 6, 2016",7:30p,New Orleans Pelicans,84,Cleveland Cavaliers,99,Box Score,,20562,
43,"Sat, Feb 6, 2016",7:30p,Brooklyn Nets,98,Philadelphia 76ers,103,Box Score,,18847,
44,"Sat, Feb 6, 2016",8:00p,Dallas Mavericks,114,Memphis Grizzlies,110,Box Score,OT,18119,
45,"Sat, Feb 6, 2016",8:00p,Chicago Bulls,105,Minnesota Timberwolves,112,Box Score,,17876,
46,"Sat, Feb 6, 2016",8:30p,Los Angeles Lakers,102,San Antonio Spurs,106,Box Score,,18418,
47,"Sat, Feb 6, 2016",9:00p,Oklahoma City Thunder,108,Golden State Warriors,116,Box Score,,19596,
48,"Sat, Feb 6, 2016",9:00p,Utah Jazz,98,Phoenix Suns,89,Box Score,,16180,
49,"Sun, Feb 7, 2016",1:00p,Sacramento Kings,119,Boston Celtics,128,Box Score,,18624,
50,"Sun, Feb 7, 2016",1:00p,Denver Nuggets,101,New York Knicks,96,Box Score,,19812,
51,"Sun, Feb 7, 2016",1:00p,Atlanta Hawks,94,Orlando Magic,96,Box Score,,16021,
52,"Sun, Feb 7, 2016",2:00p,Los Angeles Clippers,100,Miami Heat,93,Box Score,,19624,
53,"Mon, Feb 8, 2016",7:00p,Chicago Bulls,91,Charlotte Hornets,108,Box Score,,15886,
54,"Mon, Feb 8, 2016",7:00p,Sacramento Kings,100,Cleveland Cavaliers,120,Box Score,,20562,
55,"Mon, Feb 8, 2016",7:00p,Los Angeles Lakers,87,Indiana Pacers,89,Box Score,,18165,
56,"Mon, Feb 8, 2016",7:00p,Los Angeles Clippers,98,Philadelphia 76ers,92,Box Score,OT,13310,
57,"Mon, Feb 8, 2016",7:30p,Denver Nuggets,104,Brooklyn Nets,105,Box Score,,13043,
58,"Mon, Feb 8, 2016",7:30p,Toronto Raptors,103,Detroit Pistons,89,Box Score,,14103,
59,"Mon, Feb 8, 2016",8:00p,Orlando Magic,117,Atlanta Hawks,110,Box Score,OT,13057,
60,"Mon, Feb 8, 2016",8:00p,Portland Trail Blazers,112,Memphis Grizzlies,106,Box Score,OT,15892,
61,"Mon, Feb 8, 2016",8:00p,New Orleans Pelicans,116,Minnesota Timberwolves,102,Box Score,,11926,
62,"Mon, Feb 8, 2016",9:00p,Oklahoma City Thunder,122,Phoenix Suns,106,Box Score,,16316,
63,"Tue, Feb 9, 2016",8:00p,San Antonio Spurs,119,Miami Heat,101,Box Score,,19723,
64,"Tue, Feb 9, 2016",8:00p,Boston Celtics,111,Milwaukee Bucks,112,Box Score,,13215,
65,"Tue, Feb 9, 2016",8:00p,Washington Wizards,111,New York Knicks,108,Box Score,,19812,
66,"Tue, Feb 9, 2016",8:30p,Utah Jazz,121,Dallas Mavericks,119,Box Score,OT,19394,
67,"Tue, Feb 9, 2016",10:30p,Houston Rockets,110,Golden State Warriors,123,Box Score,,19596,
68,"Wed, Feb 10, 2016",7:00p,Charlotte Hornets,117,Indiana Pacers,95,Box Score,,15653,
69,"Wed, Feb 10, 2016",7:00p,San Antonio Spurs,98,Orlando Magic,96,Box Score,,17467,
70,"Wed, Feb 10, 2016",7:00p,Sacramento Kings,114,Philadelphia 76ers,110,Box Score,,12501,
71,"Wed, Feb 10, 2016",7:30p,Los Angeles Clippers,134,Boston Celtics,139,Box Score,OT,18186,
72,"Wed, Feb 10, 2016",7:30p,Memphis Grizzlies,109,Brooklyn Nets,90,Box Score,,14262,
73,"Wed, Feb 10, 2016",7:30p,Denver Nuggets,103,Detroit Pistons,92,Box Score,,19971,
74,"Wed, Feb 10, 2016",8:00p,Atlanta Hawks,113,Chicago Bulls,90,Box Score,,21709,
75,"Wed, Feb 10, 2016",8:00p,Los Angeles Lakers,111,Cleveland Cavaliers,120,Box Score,,20562,
76,"Wed, Feb 10, 2016",8:00p,Toronto Raptors,112,Minnesota Timberwolves,117,Box Score,,11171,
77,"Wed, Feb 10, 2016",8:00p,Utah Jazz,96,New Orleans Pelicans,100,Box Score,,15256,
78,"Wed, Feb 10, 2016",9:00p,Golden State Warriors,112,Phoenix Suns,104,Box Score,,18055,
79,"Wed, Feb 10, 2016",10:30p,Houston Rockets,103,Portland Trail Blazers,116,Box Score,,19393,
80,"Thu, Feb 11, 2016",8:00p,Washington Wizards,92,Milwaukee Bucks,99,Box Score,,14172,
81,"Thu, Feb 11, 2016",8:00p,New Orleans Pelicans,95,Oklahoma City Thunder,121,Box Score,,18203,
82,"Thu, Feb 18, 2016",7:00p,Utah Jazz,89,Washington Wizards,103,Box Score,,12415,
83,"Thu, Feb 18, 2016",8:00p,Chicago Bulls,95,Cleveland Cavaliers,106,Box Score,,20562,
84,"Thu, Feb 18, 2016",10:30p,San Antonio Spurs,86,Los Angeles Clippers,105,Box Score,,19410,
85,"Fri, Feb 19, 2016",7:00p,Dallas Mavericks,104,Orlando Magic,110,Box Score,OT,17764,
