,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Tue, Dec 1, 2009",7:00p,Boston Celtics,108,Charlotte Bobcats,90,Box Score,,15129,
1,"Tue, Dec 1, 2009",7:00p,Washington Wizards,106,Toronto Raptors,102,Box Score,,15776,
2,"Tue, Dec 1, 2009",7:30p,Phoenix Suns,99,New York Knicks,126,Box Score,,19763,
3,"Tue, Dec 1, 2009",9:00p,Golden State Warriors,107,Denver Nuggets,135,Box Score,,14570,
4,"Tue, Dec 1, 2009",10:00p,Miami Heat,107,Portland Trail Blazers,100,Box Score,,20417,
5,"Tue, Dec 1, 2009",10:30p,New Orleans Hornets,99,Los Angeles Lakers,110,Box Score,,18997,
6,"Wed, Dec 2, 2009",7:00p,Toronto Raptors,115,Atlanta Hawks,146,Box Score,,12272,
7,"Wed, Dec 2, 2009",7:00p,Phoenix Suns,90,Cleveland Cavaliers,107,Box Score,,20562,
8,"Wed, Dec 2, 2009",7:00p,New York Knicks,104,Orlando Magic,118,Box Score,,17461,
9,"Wed, Dec 2, 2009",7:00p,Milwaukee Bucks,102,Washington Wizards,104,Box Score,,12272,
10,"Wed, Dec 2, 2009",7:30p,Dallas Mavericks,117,New Jersey Nets,101,Box Score,,11689,
11,"Wed, Dec 2, 2009",8:00p,Detroit Pistons,85,Chicago Bulls,92,Box Score,,21523,
12,"Wed, Dec 2, 2009",8:00p,Memphis Grizzlies,97,Minnesota Timberwolves,95,Box Score,,11408,
13,"Wed, Dec 2, 2009",8:00p,Philadelphia 76ers,106,Oklahoma City Thunder,117,Box Score,,17332,
14,"Wed, Dec 2, 2009",10:00p,Indiana Pacers,105,Sacramento Kings,110,Box Score,,10021,
15,"Wed, Dec 2, 2009",10:30p,Houston Rockets,102,Los Angeles Clippers,85,Box Score,,13836,
16,"Thu, Dec 3, 2009",8:00p,Boston Celtics,90,San Antonio Spurs,83,Box Score,,18581,
17,"Thu, Dec 3, 2009",10:30p,Miami Heat,96,Denver Nuggets,114,Box Score,,14998,
18,"Thu, Dec 3, 2009",10:30p,Houston Rockets,111,Golden State Warriors,109,Box Score,,16432,
19,"Fri, Dec 4, 2009",7:00p,Toronto Raptors,109,Washington Wizards,107,Box Score,OT,20173,
20,"Fri, Dec 4, 2009",7:30p,New York Knicks,114,Atlanta Hawks,107,Box Score,,17165,
21,"Fri, Dec 4, 2009",8:00p,Chicago Bulls,87,Cleveland Cavaliers,101,Box Score,,20562,
22,"Fri, Dec 4, 2009",8:00p,Milwaukee Bucks,96,Detroit Pistons,105,Box Score,,16557,
23,"Fri, Dec 4, 2009",8:00p,Dallas Mavericks,82,Memphis Grizzlies,98,Box Score,,13020,
24,"Fri, Dec 4, 2009",8:00p,Charlotte Bobcats,91,New Jersey Nets,97,Box Score,,12131,
