,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Tue, Mar 1, 2011",7:00p,Golden State Warriors,100,Indiana Pacers,109,Box Score,,9557,
1,"Tue, Mar 1, 2011",7:00p,New York Knicks,110,Orlando Magic,116,Box Score,,19131,
2,"Tue, Mar 1, 2011",7:00p,Dallas Mavericks,101,Philadelphia 76ers,93,Box Score,,13509,
3,"Tue, Mar 1, 2011",7:00p,New Orleans Hornets,90,Toronto Raptors,96,Box Score,,14704,
4,"Tue, Mar 1, 2011",8:00p,San Antonio Spurs,93,Memphis Grizzlies,109,Box Score,,13480,
5,"Tue, Mar 1, 2011",8:00p,Detroit Pistons,90,Milwaukee Bucks,92,Box Score,,11364,
6,"Tue, Mar 1, 2011",8:00p,Los Angeles Lakers,90,Minnesota Timberwolves,79,Box Score,,17111,
7,"Tue, Mar 1, 2011",10:00p,Houston Rockets,103,Portland Trail Blazers,87,Box Score,,20272,
8,"Wed, Mar 2, 2011",7:00p,Chicago Bulls,80,Atlanta Hawks,83,Box Score,,16928,
9,"Wed, Mar 2, 2011",7:00p,San Antonio Spurs,109,Cleveland Cavaliers,99,Box Score,,18795,
10,"Wed, Mar 2, 2011",7:00p,Golden State Warriors,106,Washington Wizards,102,Box Score,,17865,
11,"Wed, Mar 2, 2011",7:30p,Phoenix Suns,103,Boston Celtics,115,Box Score,,18624,
12,"Wed, Mar 2, 2011",7:30p,Minnesota Timberwolves,116,Detroit Pistons,105,Box Score,,13122,
13,"Wed, Mar 2, 2011",7:30p,New Orleans Hornets,88,New York Knicks,107,Box Score,,19763,
14,"Wed, Mar 2, 2011",8:00p,Indiana Pacers,89,Oklahoma City Thunder,113,Box Score,,18203,
15,"Wed, Mar 2, 2011",9:00p,Charlotte Bobcats,80,Denver Nuggets,120,Box Score,,14255,
16,"Wed, Mar 2, 2011",10:00p,Portland Trail Blazers,107,Sacramento Kings,102,Box Score,,12286,
17,"Wed, Mar 2, 2011",10:30p,Houston Rockets,103,Los Angeles Clippers,106,Box Score,,19060,
18,"Thu, Mar 3, 2011",8:00p,Orlando Magic,99,Miami Heat,96,Box Score,,19600,
19,"Thu, Mar 3, 2011",10:30p,Denver Nuggets,103,Utah Jazz,101,Box Score,,19524,
20,"Fri, Mar 4, 2011",3:00p,Toronto Raptors,103,New Jersey Nets,116,Box Score,,18689,"at London, England"
21,"Fri, Mar 4, 2011",7:00p,Chicago Bulls,89,Orlando Magic,81,Box Score,,19207,
22,"Fri, Mar 4, 2011",7:00p,Minnesota Timberwolves,100,Philadelphia 76ers,111,Box Score,,12008,
23,"Fri, Mar 4, 2011",7:30p,Oklahoma City Thunder,111,Atlanta Hawks,104,Box Score,,17916,
24,"Fri, Mar 4, 2011",7:30p,Golden State Warriors,103,Boston Celtics,107,Box Score,,18624,
25,"Fri, Mar 4, 2011",7:30p,Cleveland Cavaliers,119,New York Knicks,115,Box Score,,19763,
26,"Fri, Mar 4, 2011",8:00p,New Orleans Hornets,98,Memphis Grizzlies,91,Box Score,,15367,
27,"Fri, Mar 4, 2011",8:30p,Indiana Pacers,108,Dallas Mavericks,116,Box Score,,20385,
28,"Fri, Mar 4, 2011",8:30p,Phoenix Suns,102,Milwaukee Bucks,88,Box Score,,15011,
29,"Fri, Mar 4, 2011",9:30p,Miami Heat,95,San Antonio Spurs,125,Box Score,,18581,
30,"Fri, Mar 4, 2011",10:30p,Charlotte Bobcats,84,Los Angeles Lakers,92,Box Score,,18997,
31,"Sat, Mar 5, 2011",3:00p,Toronto Raptors,136,New Jersey Nets,137,Box Score,3OT,18689,"at London, England"
32,"Sat, Mar 5, 2011",7:00p,Minnesota Timberwolves,96,Washington Wizards,103,Box Score,,18216,
33,"Sat, Mar 5, 2011",8:30p,Indiana Pacers,95,Houston Rockets,112,Box Score,,14965,
34,"Sat, Mar 5, 2011",9:00p,Sacramento Kings,102,Utah Jazz,109,Box Score,OT,19911,
35,"Sat, Mar 5, 2011",10:00p,Charlotte Bobcats,69,Portland Trail Blazers,93,Box Score,,20588,
36,"Sat, Mar 5, 2011",10:30p,Denver Nuggets,94,Los Angeles Clippers,100,Box Score,,19060,
37,"Sun, Mar 6, 2011",1:00p,Chicago Bulls,87,Miami Heat,86,Box Score,,19763,
38,"Sun, Mar 6, 2011",3:30p,Los Angeles Lakers,99,San Antonio Spurs,83,Box Score,,18996,
39,"Sun, Mar 6, 2011",6:00p,Washington Wizards,102,Detroit Pistons,113,Box Score,,17506,
40,"Sun, Mar 6, 2011",6:00p,Golden State Warriors,117,Philadelphia 76ers,125,Box Score,OT,11294,
41,"Sun, Mar 6, 2011",6:30p,New York Knicks,92,Atlanta Hawks,79,Box Score,,19560,
42,"Sun, Mar 6, 2011",6:30p,New Orleans Hornets,96,Cleveland Cavaliers,81,Box Score,,18754,
43,"Sun, Mar 6, 2011",7:00p,Phoenix Suns,118,Oklahoma City Thunder,122,Box Score,OT,18203,
44,"Sun, Mar 6, 2011",7:30p,Memphis Grizzlies,104,Dallas Mavericks,103,Box Score,,20102,
45,"Sun, Mar 6, 2011",9:00p,Boston Celtics,89,Milwaukee Bucks,83,Box Score,,16110,
46,"Mon, Mar 7, 2011",7:00p,Los Angeles Clippers,92,Charlotte Bobcats,87,Box Score,,16438,
47,"Mon, Mar 7, 2011",7:00p,Portland Trail Blazers,89,Orlando Magic,85,Box Score,,19001,
48,"Mon, Mar 7, 2011",7:30p,Utah Jazz,109,New York Knicks,131,Box Score,,19763,
49,"Mon, Mar 7, 2011",8:00p,New Orleans Hornets,77,Chicago Bulls,85,Box Score,,21997,
50,"Mon, Mar 7, 2011",8:00p,Oklahoma City Thunder,101,Memphis Grizzlies,107,Box Score,,13903,
51,"Mon, Mar 7, 2011",8:00p,Dallas Mavericks,108,Minnesota Timberwolves,105,Box Score,,13288,
52,"Mon, Mar 7, 2011",10:00p,Houston Rockets,123,Sacramento Kings,101,Box Score,,12561,
53,"Tue, Mar 8, 2011",7:00p,Los Angeles Lakers,101,Atlanta Hawks,87,Box Score,,19890,
54,"Tue, Mar 8, 2011",7:00p,Golden State Warriors,95,Cleveland Cavaliers,85,Box Score,,19919,
55,"Tue, Mar 8, 2011",7:00p,Philadelphia 76ers,110,Indiana Pacers,100,Box Score,,9466,
56,"Tue, Mar 8, 2011",7:00p,Milwaukee Bucks,95,Washington Wizards,76,Box Score,,16190,
57,"Tue, Mar 8, 2011",7:30p,Portland Trail Blazers,105,Miami Heat,96,Box Score,,19835,
58,"Tue, Mar 8, 2011",9:00p,Houston Rockets,110,Phoenix Suns,113,Box Score,,17363,
59,"Wed, Mar 9, 2011",7:00p,Chicago Bulls,101,Charlotte Bobcats,84,Box Score,,15286,
60,"Wed, Mar 9, 2011",7:00p,Golden State Warriors,90,New Jersey Nets,94,Box Score,,13513,
61,"Wed, Mar 9, 2011",7:00p,Oklahoma City Thunder,110,Philadelphia 76ers,105,Box Score,OT,19283,
62,"Wed, Mar 9, 2011",7:00p,Utah Jazz,96,Toronto Raptors,94,Box Score,,14425,
63,"Wed, Mar 9, 2011",7:30p,Los Angeles Clippers,108,Boston Celtics,103,Box Score,,18624,
