,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Thu, Dec 1, 2016",7:00p,Dallas Mavericks,87,Charlotte Hornets,97,Box Score,,14471,
1,"Thu, Dec 1, 2016",7:30p,Milwaukee Bucks,111,Brooklyn Nets,93,Box Score,,12675,
2,"Thu, Dec 1, 2016",8:00p,Los Angeles Clippers,113,Cleveland Cavaliers,94,Box Score,,20562,
3,"Thu, Dec 1, 2016",8:00p,Orlando Magic,94,Memphis Grizzlies,95,Box Score,,13344,
4,"Thu, Dec 1, 2016",9:00p,Miami Heat,111,Utah Jazz,110,Box Score,,19073,
5,"Thu, Dec 1, 2016",10:30p,Houston Rockets,132,Golden State Warriors,127,Box Score,2OT,19596,
6,"Fri, Dec 2, 2016",7:00p,Orlando Magic,105,Philadelphia 76ers,88,Box Score,,13711,
7,"Fri, Dec 2, 2016",7:30p,Sacramento Kings,92,Boston Celtics,97,Box Score,,18624,
8,"Fri, Dec 2, 2016",7:30p,Minnesota Timberwolves,114,New York Knicks,118,Box Score,,19812,
9,"Fri, Dec 2, 2016",7:30p,Los Angeles Lakers,80,Toronto Raptors,113,Box Score,,19800,
10,"Fri, Dec 2, 2016",8:00p,Detroit Pistons,121,Atlanta Hawks,85,Box Score,,15500,
11,"Fri, Dec 2, 2016",8:00p,Cleveland Cavaliers,105,Chicago Bulls,111,Box Score,,21775,
12,"Fri, Dec 2, 2016",8:00p,Los Angeles Clippers,114,New Orleans Pelicans,96,Box Score,,16538,
13,"Fri, Dec 2, 2016",8:30p,Washington Wizards,105,San Antonio Spurs,107,Box Score,,18418,
14,"Fri, Dec 2, 2016",10:30p,Houston Rockets,128,Denver Nuggets,110,Box Score,,15549,
15,"Sat, Dec 3, 2016",5:00p,Brooklyn Nets,103,Milwaukee Bucks,112,Box Score,,15565,
16,"Sat, Dec 3, 2016",7:00p,Minnesota Timberwolves,125,Charlotte Hornets,120,Box Score,OT,16982,
17,"Sat, Dec 3, 2016",7:30p,Boston Celtics,107,Philadelphia 76ers,106,Box Score,,17063,
18,"Sat, Dec 3, 2016",7:30p,Atlanta Hawks,84,Toronto Raptors,128,Box Score,,19800,
19,"Sat, Dec 3, 2016",8:00p,Los Angeles Lakers,100,Memphis Grizzlies,103,Box Score,,17017,
20,"Sat, Dec 3, 2016",8:30p,Chicago Bulls,82,Dallas Mavericks,107,Box Score,,19857,
21,"Sat, Dec 3, 2016",9:00p,Denver Nuggets,98,Utah Jazz,105,Box Score,,19911,
22,"Sat, Dec 3, 2016",10:00p,Miami Heat,92,Portland Trail Blazers,99,Box Score,,19393,
23,"Sat, Dec 3, 2016",10:30p,Phoenix Suns,109,Golden State Warriors,138,Box Score,,19596,
24,"Sun, Dec 4, 2016",6:00p,Orlando Magic,98,Detroit Pistons,92,Box Score,,15206,
25,"Sun, Dec 4, 2016",7:00p,New Orleans Pelicans,92,Oklahoma City Thunder,101,Box Score,,18203,
26,"Sun, Dec 4, 2016",7:30p,Sacramento Kings,98,New York Knicks,106,Box Score,,19812,
27,"Sun, Dec 4, 2016",9:30p,Indiana Pacers,111,Los Angeles Clippers,102,Box Score,,19060,
28,"Mon, Dec 5, 2016",7:00p,Denver Nuggets,106,Philadelphia 76ers,98,Box Score,,11815,
29,"Mon, Dec 5, 2016",7:30p,Oklahoma City Thunder,102,Atlanta Hawks,99,Box Score,,14654,
30,"Mon, Dec 5, 2016",7:30p,Washington Wizards,118,Brooklyn Nets,113,Box Score,,12529,
31,"Mon, Dec 5, 2016",7:30p,Cleveland Cavaliers,116,Toronto Raptors,112,Box Score,,19800,
32,"Mon, Dec 5, 2016",8:00p,Portland Trail Blazers,112,Chicago Bulls,110,Box Score,,21351,
33,"Mon, Dec 5, 2016",8:00p,Boston Celtics,106,Houston Rockets,107,Box Score,,15730,
34,"Mon, Dec 5, 2016",8:00p,San Antonio Spurs,97,Milwaukee Bucks,96,Box Score,,14256,
35,"Mon, Dec 5, 2016",8:00p,Memphis Grizzlies,110,New Orleans Pelicans,108,Box Score,2OT,13795,
36,"Mon, Dec 5, 2016",8:30p,Charlotte Hornets,109,Dallas Mavericks,101,Box Score,,19228,
37,"Mon, Dec 5, 2016",10:30p,Indiana Pacers,106,Golden State Warriors,142,Box Score,,19596,
38,"Mon, Dec 5, 2016",10:30p,Utah Jazz,107,Los Angeles Lakers,101,Box Score,,18279,
39,"Tue, Dec 6, 2016",7:00p,Orlando Magic,124,Washington Wizards,116,Box Score,,12116,
40,"Tue, Dec 6, 2016",7:30p,Chicago Bulls,91,Detroit Pistons,102,Box Score,,14305,
41,"Tue, Dec 6, 2016",7:30p,New York Knicks,114,Miami Heat,103,Box Score,,19610,
42,"Tue, Dec 6, 2016",8:00p,Philadelphia 76ers,91,Memphis Grizzlies,96,Box Score,,13521,
43,"Tue, Dec 6, 2016",8:00p,San Antonio Spurs,105,Minnesota Timberwolves,91,Box Score,,12585,
44,"Tue, Dec 6, 2016",9:00p,Phoenix Suns,105,Utah Jazz,112,Box Score,,18997,
45,"Wed, Dec 7, 2016",7:00p,Detroit Pistons,77,Charlotte Hornets,87,Box Score,,15141,
46,"Wed, Dec 7, 2016",7:00p,Boston Celtics,117,Orlando Magic,87,Box Score,,17009,
47,"Wed, Dec 7, 2016",7:30p,Miami Heat,95,Atlanta Hawks,103,Box Score,,11326,
48,"Wed, Dec 7, 2016",7:30p,Denver Nuggets,111,Brooklyn Nets,116,Box Score,,14159,
49,"Wed, Dec 7, 2016",8:00p,Los Angeles Lakers,95,Houston Rockets,134,Box Score,,16141,
50,"Wed, Dec 7, 2016",8:00p,Portland Trail Blazers,107,Milwaukee Bucks,115,Box Score,,14033,
51,"Wed, Dec 7, 2016",8:00p,Cleveland Cavaliers,126,New York Knicks,94,Box Score,,19812,
52,"Wed, Dec 7, 2016",8:30p,Sacramento Kings,120,Dallas Mavericks,89,Box Score,,19711,
53,"Wed, Dec 7, 2016",9:00p,Indiana Pacers,109,Phoenix Suns,94,Box Score,,17452,
