,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Fri, Feb 1, 2013",7:00p,Miami Heat,89,Indiana Pacers,102,Box Score,,18165,
1,"Fri, Feb 1, 2013",7:00p,Los Angeles Clippers,73,Toronto Raptors,98,Box Score,,19800,
2,"Fri, Feb 1, 2013",7:30p,Orlando Magic,84,Boston Celtics,97,Box Score,,18624,
3,"Fri, Feb 1, 2013",7:30p,Chicago Bulls,89,Brooklyn Nets,93,Box Score,,17732,
4,"Fri, Feb 1, 2013",7:30p,Cleveland Cavaliers,99,Detroit Pistons,117,Box Score,,15693,
5,"Fri, Feb 1, 2013",7:30p,Milwaukee Bucks,86,New York Knicks,96,Box Score,,19033,
6,"Fri, Feb 1, 2013",7:30p,Sacramento Kings,80,Philadelphia 76ers,89,Box Score,,17927,
7,"Fri, Feb 1, 2013",8:00p,Washington Wizards,76,Memphis Grizzlies,85,Box Score,,15017,
8,"Fri, Feb 1, 2013",9:00p,New Orleans Hornets,98,Denver Nuggets,113,Box Score,,17221,
9,"Fri, Feb 1, 2013",9:00p,Dallas Mavericks,109,Phoenix Suns,99,Box Score,,16304,
10,"Fri, Feb 1, 2013",9:00p,Portland Trail Blazers,77,Utah Jazz,86,Box Score,,19512,
11,"Fri, Feb 1, 2013",9:30p,Los Angeles Lakers,111,Minnesota Timberwolves,100,Box Score,,18547,
12,"Sat, Feb 2, 2013",7:00p,Chicago Bulls,93,Atlanta Hawks,76,Box Score,,17898,
13,"Sat, Feb 2, 2013",7:30p,Oklahoma City Thunder,110,Cleveland Cavaliers,115,Box Score,,20562,
14,"Sat, Feb 2, 2013",7:30p,Sacramento Kings,81,New York Knicks,120,Box Score,,19033,
15,"Sat, Feb 2, 2013",8:00p,Charlotte Bobcats,95,Houston Rockets,109,Box Score,,15494,
16,"Sat, Feb 2, 2013",8:00p,New Orleans Hornets,86,Minnesota Timberwolves,115,Box Score,,16289,
17,"Sat, Feb 2, 2013",8:30p,Orlando Magic,98,Milwaukee Bucks,107,Box Score,,14321,
18,"Sat, Feb 2, 2013",8:30p,Washington Wizards,86,San Antonio Spurs,96,Box Score,,18581,
19,"Sat, Feb 2, 2013",10:00p,Utah Jazz,99,Portland Trail Blazers,105,Box Score,,20376,
20,"Sat, Feb 2, 2013",10:30p,Phoenix Suns,93,Golden State Warriors,113,Box Score,,19596,
21,"Sun, Feb 3, 2013",1:00p,Los Angeles Clippers,104,Boston Celtics,106,Box Score,,18624,
22,"Sun, Feb 3, 2013",1:00p,Los Angeles Lakers,98,Detroit Pistons,97,Box Score,,18157,
23,"Sun, Feb 3, 2013",2:00p,Miami Heat,100,Toronto Raptors,85,Box Score,,19800,
24,"Mon, Feb 4, 2013",7:00p,Chicago Bulls,101,Indiana Pacers,111,Box Score,,18165,
25,"Mon, Feb 4, 2013",7:00p,Orlando Magic,61,Philadelphia 76ers,78,Box Score,,14630,
26,"Mon, Feb 4, 2013",7:00p,Los Angeles Clippers,90,Washington Wizards,98,Box Score,,16246,
27,"Mon, Feb 4, 2013",7:30p,Charlotte Bobcats,94,Miami Heat,99,Box Score,,19600,
28,"Mon, Feb 4, 2013",7:30p,Detroit Pistons,85,New York Knicks,99,Box Score,,19033,
29,"Mon, Feb 4, 2013",8:00p,Portland Trail Blazers,100,Minnesota Timberwolves,98,Box Score,,13446,
30,"Mon, Feb 4, 2013",8:00p,Dallas Mavericks,91,Oklahoma City Thunder,112,Box Score,,18203,
31,"Mon, Feb 4, 2013",9:00p,Sacramento Kings,91,Utah Jazz,98,Box Score,OT,17742,
32,"Tue, Feb 5, 2013",7:00p,Atlanta Hawks,103,Indiana Pacers,114,Box Score,,12578,
33,"Tue, Feb 5, 2013",7:30p,Los Angeles Lakers,92,Brooklyn Nets,83,Box Score,,17732,
34,"Tue, Feb 5, 2013",8:00p,Golden State Warriors,109,Houston Rockets,140,Box Score,,15453,
35,"Tue, Feb 5, 2013",8:00p,Phoenix Suns,96,Memphis Grizzlies,90,Box Score,,14933,
36,"Tue, Feb 5, 2013",9:00p,Milwaukee Bucks,104,Denver Nuggets,112,Box Score,,15272,
37,"Wed, Feb 6, 2013",7:00p,Charlotte Bobcats,95,Cleveland Cavaliers,122,Box Score,,13264,
38,"Wed, Feb 6, 2013",7:00p,Los Angeles Clippers,86,Orlando Magic,76,Box Score,,17995,
39,"Wed, Feb 6, 2013",7:00p,Indiana Pacers,88,Philadelphia 76ers,69,Box Score,,15299,
