,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
0,"Tue, Feb 1, 2022",7:00p,New Orleans Pelicans,111,Detroit Pistons,101,Box Score,,15499.0,
1,"Tue, Feb 1, 2022",7:30p,Washington Wizards,98,Milwaukee Bucks,112,Box Score,,17341.0,
2,"Tue, Feb 1, 2022",7:30p,Miami Heat,106,Toronto Raptors,110,Box Score,,,
3,"Tue, Feb 1, 2022",8:00p,Orlando Magic,115,Chicago Bulls,126,Box Score,,20217.0,
4,"Tue, Feb 1, 2022",8:00p,Denver Nuggets,115,Minnesota Timberwolves,130,Box Score,,15839.0,
5,"Tue, Feb 1, 2022",8:30p,Golden State Warriors,124,San Antonio Spurs,120,Box Score,,17070.0,
6,"Tue, Feb 1, 2022",10:00p,Brooklyn Nets,111,Phoenix Suns,121,Box Score,,17071.0,
7,"Wed, Feb 2, 2022",7:00p,Orlando Magic,119,Indiana Pacers,118,Box Score,,14528.0,
8,"Wed, Feb 2, 2022",7:00p,Washington Wizards,106,Philadelphia 76ers,103,Box Score,,20089.0,
9,"Wed, Feb 2, 2022",7:30p,Charlotte Hornets,107,Boston Celtics,113,Box Score,,19156.0,
10,"Wed, Feb 2, 2022",7:30p,Memphis Grizzlies,120,New York Knicks,108,Box Score,,19812.0,
11,"Wed, Feb 2, 2022",8:00p,Cleveland Cavaliers,104,Houston Rockets,115,Box Score,,14163.0,
12,"Wed, Feb 2, 2022",8:30p,Oklahoma City Thunder,120,Dallas Mavericks,114,Box Score,OT,19200.0,
13,"Wed, Feb 2, 2022",10:00p,Brooklyn Nets,101,Sacramento Kings,112,Box Score,,13153.0,
14,"Wed, Feb 2, 2022",10:00p,Denver Nuggets,104,Utah Jazz,108,Box Score,,18306.0,
15,"Wed, Feb 2, 2022",10:30p,Portland Trail Blazers,94,Los Angeles Lakers,99,Box Score,,17259.0,
16,"Thu, Feb 3, 2022",7:00p,Minnesota Timberwolves,128,Detroit Pistons,117,Box Score,,15523.0,
17,"Thu, Feb 3, 2022",7:00p,Miami Heat,112,San Antonio Spurs,95,Box Score,,14971.0,
18,"Thu, Feb 3, 2022",7:30p,Phoenix Suns,115,Atlanta Hawks,124,Box Score,,16958.0,
19,"Thu, Feb 3, 2022",7:30p,Chicago Bulls,120,Toronto Raptors,127,Box Score,OT,,
20,"Thu, Feb 3, 2022",10:00p,Sacramento Kings,114,Golden State Warriors,126,Box Score,,18064.0,
21,"Thu, Feb 3, 2022",10:00p,Los Angeles Lakers,110,Los Angeles Clippers,111,Box Score,,19068.0,
22,"Fri, Feb 4, 2022",7:00p,Cleveland Cavaliers,102,Charlotte Hornets,101,Box Score,,17733.0,
23,"Fri, Feb 4, 2022",7:00p,Boston Celtics,102,Detroit Pistons,93,Box Score,,17584.0,
