,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
195,"Tue, Jan 27, 2015",10:30p,Chicago Bulls,113,Golden State Warriors,111,Box Score,OT,19596,
196,"Tue, Jan 27, 2015",10:30p,Washington Wizards,98,Los Angeles Lakers,92,Box Score,,18997,
197,"Wed, Jan 28, 2015",7:00p,Portland Trail Blazers,94,Cleveland Cavaliers,99,Box Score,,20562,
198,"Wed, Jan 28, 2015",7:00p,Detroit Pistons,69,Philadelphia 76ers,89,Box Score,,11213,
199,"Wed, Jan 28, 2015",7:30p,Sacramento Kings,102,Toronto Raptors,119,Box Score,,19800,
200,"Wed, Jan 28, 2015",8:00p,Brooklyn Nets,102,Atlanta Hawks,113,Box Score,,18047,
201,"Wed, Jan 28, 2015",8:00p,Dallas Mavericks,94,Houston Rockets,99,Box Score,,18237,
202,"Wed, Jan 28, 2015",8:00p,Boston Celtics,98,Minnesota Timberwolves,110,Box Score,,11434,
203,"Wed, Jan 28, 2015",8:00p,Denver Nuggets,93,New Orleans Pelicans,85,Box Score,,16055,
204,"Wed, Jan 28, 2015",8:00p,Oklahoma City Thunder,92,New York Knicks,100,Box Score,,19812,
205,"Wed, Jan 28, 2015",8:30p,Charlotte Hornets,86,San Antonio Spurs,95,Box Score,,18581,
206,"Wed, Jan 28, 2015",9:00p,Los Angeles Clippers,94,Utah Jazz,89,Box Score,,16322,
207,"Wed, Jan 28, 2015",10:30p,Washington Wizards,98,Phoenix Suns,106,Box Score,,16209,
208,"Thu, Jan 29, 2015",7:00p,New York Knicks,82,Indiana Pacers,103,Box Score,,15665,
209,"Thu, Jan 29, 2015",7:00p,Milwaukee Bucks,115,Orlando Magic,100,Box Score,,16071,
210,"Thu, Jan 29, 2015",8:00p,Denver Nuggets,69,Memphis Grizzlies,99,Box Score,,16736,
211,"Thu, Jan 29, 2015",10:30p,Chicago Bulls,118,Los Angeles Lakers,123,Box Score,2OT,18997,
212,"Fri, Jan 30, 2015",7:00p,Minnesota Timberwolves,94,Philadelphia 76ers,103,Box Score,,14333,
213,"Fri, Jan 30, 2015",7:30p,Portland Trail Blazers,99,Atlanta Hawks,105,Box Score,,19018,
214,"Fri, Jan 30, 2015",7:30p,Houston Rockets,93,Boston Celtics,87,Box Score,,17675,
215,"Fri, Jan 30, 2015",7:30p,Toronto Raptors,127,Brooklyn Nets,122,Box Score,OT,17062,
216,"Fri, Jan 30, 2015",7:30p,Sacramento Kings,90,Cleveland Cavaliers,101,Box Score,,20562,
217,"Fri, Jan 30, 2015",8:00p,Dallas Mavericks,93,Miami Heat,72,Box Score,,19823,
218,"Fri, Jan 30, 2015",8:00p,Los Angeles Clippers,103,New Orleans Pelicans,108,Box Score,,17932,
219,"Fri, Jan 30, 2015",9:00p,Golden State Warriors,100,Utah Jazz,110,Box Score,,19295,
220,"Fri, Jan 30, 2015",10:30p,Chicago Bulls,93,Phoenix Suns,99,Box Score,,18055,
221,"Sat, Jan 31, 2015",7:00p,Sacramento Kings,99,Indiana Pacers,94,Box Score,,18165,
222,"Sat, Jan 31, 2015",7:00p,Dallas Mavericks,108,Orlando Magic,93,Box Score,,17626,
223,"Sat, Jan 31, 2015",7:00p,Toronto Raptors,120,Washington Wizards,116,Box Score,OT,20356,
224,"Sat, Jan 31, 2015",7:30p,Philadelphia 76ers,85,Atlanta Hawks,91,Box Score,,19006,
225,"Sat, Jan 31, 2015",7:30p,Houston Rockets,101,Detroit Pistons,114,Box Score,,18213,
226,"Sat, Jan 31, 2015",8:00p,Oklahoma City Thunder,74,Memphis Grizzlies,85,Box Score,,18119,
227,"Sat, Jan 31, 2015",8:00p,Cleveland Cavaliers,106,Minnesota Timberwolves,90,Box Score,,19562,
228,"Sat, Jan 31, 2015",8:30p,Portland Trail Blazers,88,Milwaukee Bucks,95,Box Score,,18717,
229,"Sat, Jan 31, 2015",9:00p,Charlotte Hornets,104,Denver Nuggets,86,Box Score,,13302,
230,"Sat, Jan 31, 2015",9:00p,Los Angeles Clippers,105,San Antonio Spurs,85,Box Score,,18581,
231,"Sat, Jan 31, 2015",10:30p,Phoenix Suns,87,Golden State Warriors,106,Box Score,,19596,
